Variable 1,Variable 2,Correlation,P-value
C4H73BC = Exercise/Activity B – Coded,B1PGENDER = Gender,0.05927969104298928,0.0
B1PGENDER = Gender,C4H73BC = Exercise/Activity B – Coded,0.05927969104298928,0.0
C4P1F3S = BP (sitting) 3 systolic,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.05887302667535715,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4P1F3S = BP (sitting) 3 systolic,0.05887302667535715,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4H73BS = Seasonal exercise/activity B?,0.05883283635237218,0.0
C4H73BS = Seasonal exercise/activity B?,C4P1F2D = BP (sitting) 2 diastolic,0.05883283635237218,0.0
C4H73DC = Exercise/Activity D – Coded,C4P1F2S = BP (sitting) 2 systolic,-0.058815961757196236,0.0
C4P1F2S = BP (sitting) 2 systolic,C4H73DC = Exercise/Activity D – Coded,-0.058815961757196236,0.0
C4H73EC = Exercise/Activity E – Coded,Family history of heart disease,0.05857382222569521,0.0
Family history of heart disease,C4H73EC = Exercise/Activity E – Coded,0.05857382222569521,0.0
C4H1B = Have you ever had high blood pressure?,C4H1C = Have you ever had circulation problems?,-0.05854930138691836,0.0
C4H1C = Have you ever had circulation problems?,C4H1B = Have you ever had high blood pressure?,-0.05854930138691836,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,C4H1P = Have you ever had cancer?,0.057987962343982,0.0
C4H1P = Have you ever had cancer?,C4H73AFW = How many days per week do you do exercise/activity A?,0.057987962343982,0.0
C4H1D = Have you ever had blood clots?,Family history of circulation problems,0.057905785775755614,0.0
Family history of circulation problems,C4H1D = Have you ever had blood clots?,0.057905785775755614,0.0
C1PA28AA = Age breast cancer diagnosed,C4P1F1D = BP (sitting) 1 diastolic,-0.05785197585848584,0.0
C4P1F1D = BP (sitting) 1 diastolic,C1PA28AA = Age breast cancer diagnosed,-0.05785197585848584,0.0
C4H73AI = What is the intensity of exercise/activity A?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.05761965618925225,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73AI = What is the intensity of exercise/activity A?,0.05761965618925225,0.0
C4H73FS = Seasonal exercise/activity F?,C4H73AI = What is the intensity of exercise/activity A?,0.057612360812250345,0.0
C4H73AI = What is the intensity of exercise/activity A?,C4H73FS = Seasonal exercise/activity F?,0.057612360812250345,0.0
C1PA24EC = High blood pressure therapy - Exercise,Family history of circulation problems,0.05755635508286667,0.0
Family history of circulation problems,C1PA24EC = High blood pressure therapy - Exercise,0.05755635508286667,0.0
C4H73AI = What is the intensity of exercise/activity A?,C4H73FFD = How many times per day do you do exercise/activity F?,0.057476258408201336,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4H73AI = What is the intensity of exercise/activity A?,0.057476258408201336,0.0
C4H73CC = Exercise/Activity C – Coded,C1PA28AA = Age breast cancer diagnosed,-0.0574016819729519,0.0
C1PA28AA = Age breast cancer diagnosed,C4H73CC = Exercise/Activity C – Coded,-0.0574016819729519,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H1E = Have you ever had a heart murmur?,-0.057219166159434516,0.0
C4H1E = Have you ever had a heart murmur?,C4H73BFD = How many times per day do you do exercise/activity B?,-0.057219166159434516,0.0
C4H73AI = What is the intensity of exercise/activity A?,C4H73FI = What is the intensity of exercise/activity F?,0.057212697418588546,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4H73AI = What is the intensity of exercise/activity A?,0.057212697418588546,0.0
C4BLDL = Blood LDL Cholesterol (mg/dL),C4H1A = Have you ever had heart disease?,0.05711995126721151,0.0
C4H1A = Have you ever had heart disease?,C4BLDL = Blood LDL Cholesterol (mg/dL),0.05711995126721151,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4H73AI = What is the intensity of exercise/activity A?,0.05710898356576103,0.0
C4H73AI = What is the intensity of exercise/activity A?,C4H73FFW = How many days per week do you do exercise/activity F?,0.05710898356576103,0.0
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,B1PGENDER = Gender,0.05706584929225358,0.0
B1PGENDER = Gender,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,0.05706584929225358,0.0
C4H73BI = What is the intensity of exercise/activity B?,Family history of heart disease,-0.05702386105019852,0.0
Family history of heart disease,C4H73BI = What is the intensity of exercise/activity B?,-0.05702386105019852,0.0
C4H73AI = What is the intensity of exercise/activity A?,C4H73FC = Exercise/Activity F – Coded,0.05702024151324032,0.0
C4H73FC = Exercise/Activity F – Coded,C4H73AI = What is the intensity of exercise/activity A?,0.05702024151324032,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,Family history of heart disease,-0.056816196587362124,0.0
Family history of heart disease,C4H73AFW = How many days per week do you do exercise/activity A?,-0.056816196587362124,0.0
C4H73FS = Seasonal exercise/activity F?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.05679956786390209,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73FS = Seasonal exercise/activity F?,0.05679956786390209,0.0
C4H73ES = Seasonal exercise/activity E?,C4P1F3D = BP (sitting) 3 diastolic,-0.05679636568680569,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73ES = Seasonal exercise/activity E?,-0.05679636568680569,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73FI = What is the intensity of exercise/activity F?,0.05679350016679656,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.05679350016679656,0.0
C1PA28AA = Age breast cancer diagnosed,C4H1E = Have you ever had a heart murmur?,0.05659324775210391,0.0
C4H1E = Have you ever had a heart murmur?,C1PA28AA = Age breast cancer diagnosed,0.05659324775210391,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73FC = Exercise/Activity F – Coded,0.056575101634228096,0.0
C4H73FC = Exercise/Activity F – Coded,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.056575101634228096,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.05653985212065059,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.05653985212065059,0.0
C1PA24A = Number years ago told high blood pressure,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,0.05648330128615831,0.0
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C1PA24A = Number years ago told high blood pressure,0.05648330128615831,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.05644780172400251,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73FFW = How many days per week do you do exercise/activity F?,0.05644780172400251,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73FFD = How many times per day do you do exercise/activity F?,0.056395569124644086,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.056395569124644086,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H73CS = Seasonal exercise/activity C?,-0.056205184025550727,0.0
C4H73CS = Seasonal exercise/activity C?,C1PA24EC = High blood pressure therapy - Exercise,-0.056205184025550727,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,-0.056134296720941335,0.0
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4P1F3D = BP (sitting) 3 diastolic,-0.056134296720941335,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4P1F3D = BP (sitting) 3 diastolic,-0.05591561357612557,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73EFD = How many times per day do you do exercise/activity E?,-0.05591561357612557,0.0
C4H73AFD = How many times per day do you do exercise/activity A?,C4H1E = Have you ever had a heart murmur?,-0.05580706048357902,0.0
C4H1E = Have you ever had a heart murmur?,C4H73AFD = How many times per day do you do exercise/activity A?,-0.05580706048357902,0.0
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C1PA24 = High blood pressure ever diagnosed,0.055748151223536206,0.0
C1PA24 = High blood pressure ever diagnosed,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,0.055748151223536206,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73AS = Seasonal exercise/activity A?,0.05572370473591273,0.0
C4H73AS = Seasonal exercise/activity A?,C4H1H = Have you ever had cholesterol problems?,0.05572370473591273,0.0
C1PA28AA = Age breast cancer diagnosed,C4H73AC = Exercise/Activity A – Coded,0.055693736500902126,0.0
C4H73AC = Exercise/Activity A – Coded,C1PA28AA = Age breast cancer diagnosed,0.055693736500902126,0.0
C1PA26 = Ever had cancer,C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,-0.05569250208392298,0.0
C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,C1PA26 = Ever had cancer,-0.05569250208392298,0.0
C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,Family history of stroke,0.055655492864911865,0.0
Family history of stroke,C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,0.055655492864911865,0.0
C4H1A = Have you ever had heart disease?,C4H73AC = Exercise/Activity A – Coded,0.055603946243631186,0.0
C4H73AC = Exercise/Activity A – Coded,C4H1A = Have you ever had heart disease?,0.055603946243631186,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73AFD = How many times per day do you do exercise/activity A?,0.05555649752863118,0.0
C4H73AFD = How many times per day do you do exercise/activity A?,C4H1H = Have you ever had cholesterol problems?,0.05555649752863118,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.055541447239997335,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4H73AFW = How many days per week do you do exercise/activity A?,0.055541447239997335,0.0
C4H73EFW = How many days per week do you do exercise/activity E?,C4P1F3D = BP (sitting) 3 diastolic,-0.05553645600506201,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73EFW = How many days per week do you do exercise/activity E?,-0.05553645600506201,0.0
C1PA24A = Number years ago told high blood pressure,C4H73DS = Seasonal exercise/activity D?,0.05546161179627649,0.0
C4H73DS = Seasonal exercise/activity D?,C1PA24A = Number years ago told high blood pressure,0.05546161179627649,0.0
C1PB1=Highest level of education completed,C1PA28AA = Age breast cancer diagnosed,0.055382444852917996,0.0
C1PA28AA = Age breast cancer diagnosed,C1PB1=Highest level of education completed,0.055382444852917996,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73EI = What is the intensity of exercise/activity E?,-0.055246349188729275,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4P1F3D = BP (sitting) 3 diastolic,-0.055246349188729275,0.0
C4H73BS = Seasonal exercise/activity B?,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,0.05520556605098009,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4H73BS = Seasonal exercise/activity B?,0.05520556605098009,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,total_physical_activity,0.05519435955017455,0.0
total_physical_activity,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,0.05519435955017455,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73ES = Seasonal exercise/activity E?,-0.05508223881766931,0.0
C4H73ES = Seasonal exercise/activity E?,C4H1H = Have you ever had cholesterol problems?,-0.05508223881766931,0.0
C4H1C = Have you ever had circulation problems?,C1PA24A = Number years ago told high blood pressure,0.05493596974440085,0.0
C1PA24A = Number years ago told high blood pressure,C4H1C = Have you ever had circulation problems?,0.05493596974440085,0.0
C4P1F3S = BP (sitting) 3 systolic,C4H73BI = What is the intensity of exercise/activity B?,0.05480011212872728,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4P1F3S = BP (sitting) 3 systolic,0.05480011212872728,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73EC = Exercise/Activity E – Coded,-0.05477928900748375,0.0
C4H73EC = Exercise/Activity E – Coded,C4P1F3D = BP (sitting) 3 diastolic,-0.05477928900748375,0.0
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4H1H = Have you ever had cholesterol problems?,-0.05465771154309961,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,-0.05465771154309961,0.0
C4H73EC = Exercise/Activity E – Coded,C4H1H = Have you ever had cholesterol problems?,-0.05463412923780171,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73EC = Exercise/Activity E – Coded,-0.05463412923780171,0.0
C4H73DS = Seasonal exercise/activity D?,C1PA24 = High blood pressure ever diagnosed,0.054627971789632725,0.0
C1PA24 = High blood pressure ever diagnosed,C4H73DS = Seasonal exercise/activity D?,0.054627971789632725,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4H1H = Have you ever had cholesterol problems?,-0.05448302893238155,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73EFD = How many times per day do you do exercise/activity E?,-0.05448302893238155,0.0
C4H1E = Have you ever had a heart murmur?,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,-0.05431349764994305,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4H1E = Have you ever had a heart murmur?,-0.05431349764994305,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.0541454071383519,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.0541454071383519,0.0
C4H73EFW = How many days per week do you do exercise/activity E?,C4H1H = Have you ever had cholesterol problems?,-0.054143955317921884,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73EFW = How many days per week do you do exercise/activity E?,-0.054143955317921884,0.0
C4H1E = Have you ever had a heart murmur?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,-0.053966521667248434,0.0
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H1E = Have you ever had a heart murmur?,-0.053966521667248434,0.0
total_physical_activity,C4P1F2D = BP (sitting) 2 diastolic,0.05395792453231735,0.0
C4P1F2D = BP (sitting) 2 diastolic,total_physical_activity,0.05395792453231735,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4H1H = Have you ever had cholesterol problems?,-0.05388552738574498,0.0
C4H1H = Have you ever had cholesterol problems?,C4H73EI = What is the intensity of exercise/activity E?,-0.05388552738574498,0.0
C1PA24A = Number years ago told high blood pressure,C4H73DFD = How many times per day do you do exercise/activity D?,0.05382289522024804,0.0
C4H73DFD = How many times per day do you do exercise/activity D?,C1PA24A = Number years ago told high blood pressure,0.05382289522024804,0.0
C1PA24A = Number years ago told high blood pressure,C4H73DC = Exercise/Activity D – Coded,0.05375063838720065,0.0
C4H73DC = Exercise/Activity D – Coded,C1PA24A = Number years ago told high blood pressure,0.05375063838720065,0.0
C1PA24A = Number years ago told high blood pressure,C4H73DI = What is the intensity of exercise/activity D?,0.053745092104341786,0.0
C4H73DI = What is the intensity of exercise/activity D?,C1PA24A = Number years ago told high blood pressure,0.053745092104341786,0.0
C4P1F2S = BP (sitting) 2 systolic,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.05367552065930949,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4P1F2S = BP (sitting) 2 systolic,0.05367552065930949,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73FC = Exercise/Activity F – Coded,-0.05367200793259472,0.0
C4H73FC = Exercise/Activity F – Coded,C4BTRIGL = Blood Triglycerides (mg/dL),-0.05367200793259472,0.0
C4H73GFD = How many times per day do you do exercise/activity G?,C4H73BFD = How many times per day do you do exercise/activity B?,0.05347324386674022,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73GFD = How many times per day do you do exercise/activity G?,0.05347324386674022,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.053473131499790896,0.0
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4H73BFD = How many times per day do you do exercise/activity B?,0.053473131499790896,0.0
C4H73GFW = How many days per week do you do exercise/activity G?,C4H73BFD = How many times per day do you do exercise/activity B?,0.05347309800593344,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73GFW = How many days per week do you do exercise/activity G?,0.05347309800593344,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73GI = What is the intensity of exercise/activity G?,0.05347309400519669,0.0
C4H73GI = What is the intensity of exercise/activity G?,C4H73BFD = How many times per day do you do exercise/activity B?,0.05347309400519669,0.0
C4H73GC = Exercise/Activity G – Coded,C4H73BFD = How many times per day do you do exercise/activity B?,0.053473081336202946,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73GC = Exercise/Activity G – Coded,0.053473081336202946,0.0
C4H73GS = Seasonal exercise/activity G?,C4H73BFD = How many times per day do you do exercise/activity B?,0.053473081336202946,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73GS = Seasonal exercise/activity G?,0.053473081336202946,0.0
C4H73DFW = How many days per week do you do exercise/activity D?,C1PA24A = Number years ago told high blood pressure,0.05338392377584398,0.0
C1PA24A = Number years ago told high blood pressure,C4H73DFW = How many days per week do you do exercise/activity D?,0.05338392377584398,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4BTRIGL = Blood Triglycerides (mg/dL),-0.05330182992130131,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73FI = What is the intensity of exercise/activity F?,-0.05330182992130131,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H1E = Have you ever had a heart murmur?,0.05325917674998683,0.0
C4H1E = Have you ever had a heart murmur?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.05325917674998683,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4BTRIGL = Blood Triglycerides (mg/dL),-0.05323714835225446,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73FFW = How many days per week do you do exercise/activity F?,-0.05323714835225446,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73FS = Seasonal exercise/activity F?,-0.053177460521175605,0.0
C4H73FS = Seasonal exercise/activity F?,C4BTRIGL = Blood Triglycerides (mg/dL),-0.053177460521175605,0.0
B1PGENDER = Gender,C4H73BS = Seasonal exercise/activity B?,0.05315696221465052,0.0
C4H73BS = Seasonal exercise/activity B?,B1PGENDER = Gender,0.05315696221465052,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73FFD = How many times per day do you do exercise/activity F?,-0.05312272928022962,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4BTRIGL = Blood Triglycerides (mg/dL),-0.05312272928022962,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,-0.053102577725233975,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4BTRIGL = Blood Triglycerides (mg/dL),-0.053102577725233975,0.0
C4H73DFD = How many times per day do you do exercise/activity D?,C1PA24 = High blood pressure ever diagnosed,0.05306676583209399,0.0
C1PA24 = High blood pressure ever diagnosed,C4H73DFD = How many times per day do you do exercise/activity D?,0.05306676583209399,0.0
C4H73DI = What is the intensity of exercise/activity D?,C1PA24 = High blood pressure ever diagnosed,0.05296813893002906,0.0
C1PA24 = High blood pressure ever diagnosed,C4H73DI = What is the intensity of exercise/activity D?,0.05296813893002906,0.0
C4H73BC = Exercise/Activity B – Coded,C4H73FFW = How many days per week do you do exercise/activity F?,0.05281446190545126,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4H73BC = Exercise/Activity B – Coded,0.05281446190545126,0.0
C4H73BC = Exercise/Activity B – Coded,C4H73FFD = How many times per day do you do exercise/activity F?,0.05277273493387157,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4H73BC = Exercise/Activity B – Coded,0.05277273493387157,0.0
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,Family history of heart disease,0.052726636916928166,0.0
Family history of heart disease,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,0.052726636916928166,0.0
C4H73DC = Exercise/Activity D – Coded,C1PA24 = High blood pressure ever diagnosed,0.05268769970056336,0.0
C1PA24 = High blood pressure ever diagnosed,C4H73DC = Exercise/Activity D – Coded,0.05268769970056336,0.0
C4H73BC = Exercise/Activity B – Coded,C4H73FI = What is the intensity of exercise/activity F?,0.052674369564025186,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4H73BC = Exercise/Activity B – Coded,0.052674369564025186,0.0
C4H73BC = Exercise/Activity B – Coded,C4H73FC = Exercise/Activity F – Coded,0.052387962410647346,0.0
C4H73FC = Exercise/Activity F – Coded,C4H73BC = Exercise/Activity B – Coded,0.052387962410647346,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73BC = Exercise/Activity B – Coded,0.05232932816130602,0.0
C4H73BC = Exercise/Activity B – Coded,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.05232932816130602,0.0
C4H73BC = Exercise/Activity B – Coded,C4H73FS = Seasonal exercise/activity F?,0.05228914398262359,0.0
C4H73FS = Seasonal exercise/activity F?,C4H73BC = Exercise/Activity B – Coded,0.05228914398262359,0.0
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C1PA24B = Ever taken high blood pressure medicine,0.052258975339941505,0.0
C1PA24B = Ever taken high blood pressure medicine,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,0.052258975339941505,0.0
B1PGENDER = Gender,C4H73CS = Seasonal exercise/activity C?,0.05224812466214162,0.0
C4H73CS = Seasonal exercise/activity C?,B1PGENDER = Gender,0.05224812466214162,0.0
C4H73DFW = How many days per week do you do exercise/activity D?,C1PA24 = High blood pressure ever diagnosed,0.05219899831835173,0.0
C1PA24 = High blood pressure ever diagnosed,C4H73DFW = How many days per week do you do exercise/activity D?,0.05219899831835173,0.0
C4P1F3D = BP (sitting) 3 diastolic,C1PA28AA = Age breast cancer diagnosed,-0.05210101101799522,0.0
C1PA28AA = Age breast cancer diagnosed,C4P1F3D = BP (sitting) 3 diastolic,-0.05210101101799522,0.0
C1PA28AA = Age breast cancer diagnosed,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.05204544601911559,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C1PA28AA = Age breast cancer diagnosed,0.05204544601911559,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H1E = Have you ever had a heart murmur?,-0.05155386388976117,0.0
C4H1E = Have you ever had a heart murmur?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.05155386388976117,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H1D = Have you ever had blood clots?,0.051551820955350776,0.0
C4H1D = Have you ever had blood clots?,C1PA24EC = High blood pressure therapy - Exercise,0.051551820955350776,0.0
C1PA24B = Ever taken high blood pressure medicine,C4H73DS = Seasonal exercise/activity D?,0.051513479214343114,0.0
C4H73DS = Seasonal exercise/activity D?,C1PA24B = Ever taken high blood pressure medicine,0.051513479214343114,0.0
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.05141503830136017,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.05141503830136017,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H1D = Have you ever had blood clots?,-0.05137126724977516,0.0
C4H1D = Have you ever had blood clots?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,-0.05137126724977516,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4H73GFD = How many times per day do you do exercise/activity G?,0.05135555339240015,0.0
C4H73GFD = How many times per day do you do exercise/activity G?,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.05135555339240015,0.0
C4H73GI = What is the intensity of exercise/activity G?,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.05134922178204377,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4H73GI = What is the intensity of exercise/activity G?,0.05134922178204377,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4H73GC = Exercise/Activity G – Coded,0.051348438035623056,0.0
C4H73GS = Seasonal exercise/activity G?,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.051348438035623056,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4H73GS = Seasonal exercise/activity G?,0.051348438035623056,0.0
C4H73GC = Exercise/Activity G – Coded,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.051348438035623056,0.0
C4H73GFW = How many days per week do you do exercise/activity G?,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.05131670853513213,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4H73GFW = How many days per week do you do exercise/activity G?,0.05131670853513213,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4H73ES = Seasonal exercise/activity E?,-0.05127277427900293,0.0
C4H73ES = Seasonal exercise/activity E?,C4P1F1D = BP (sitting) 1 diastolic,-0.05127277427900293,0.0
C4H1G = Have you ever had anemia or other blood disease?,C4H1H = Have you ever had cholesterol problems?,-0.05120970747426481,0.0
C4H1H = Have you ever had cholesterol problems?,C4H1G = Have you ever had anemia or other blood disease?,-0.05120970747426481,0.0
C4H73AI = What is the intensity of exercise/activity A?,Family history of breast cancer,0.05114969539310666,0.0
Family history of breast cancer,C4H73AI = What is the intensity of exercise/activity A?,0.05114969539310666,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4H1D = Have you ever had blood clots?,-0.05089532680121677,0.0
C4H1D = Have you ever had blood clots?,C4P1GS23 = Average of 2nd and 3rd systolic BPs,-0.05089532680121677,0.0
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4P1F1D = BP (sitting) 1 diastolic,-0.05082075308866779,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,-0.05082075308866779,0.0
C4P1GD = Average BP (sitting) diastolic,C4H73ES = Seasonal exercise/activity E?,-0.050761250195842544,0.0
C4H73ES = Seasonal exercise/activity E?,C4P1GD = Average BP (sitting) diastolic,-0.050761250195842544,0.0
C1PA28AA = Age breast cancer diagnosed,C4H1H = Have you ever had cholesterol problems?,-0.05074320851304815,0.0
C4H1H = Have you ever had cholesterol problems?,C1PA28AA = Age breast cancer diagnosed,-0.05074320851304815,0.0
C4H73DS = Seasonal exercise/activity D?,Family history of heart disease,0.05053844878670622,0.0
Family history of heart disease,C4H73DS = Seasonal exercise/activity D?,0.05053844878670622,0.0
C4H73ES = Seasonal exercise/activity E?,C4P1F2D = BP (sitting) 2 diastolic,-0.05047412877658472,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4H73ES = Seasonal exercise/activity E?,-0.05047412877658472,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4H73EFD = How many times per day do you do exercise/activity E?,-0.05043234369767585,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4P1F1D = BP (sitting) 1 diastolic,-0.05043234369767585,0.0
B1PGENDER = Gender,C4H1E = Have you ever had a heart murmur?,-0.050341007617679845,0.0
C4H1E = Have you ever had a heart murmur?,B1PGENDER = Gender,-0.050341007617679845,0.0
C1PA24A = Number years ago told high blood pressure,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.05026957648016433,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C1PA24A = Number years ago told high blood pressure,-0.05026957648016433,0.0
Family history of stroke,C1PA24EC = High blood pressure therapy - Exercise,0.050255391498586106,0.0
