Variable 1,Variable 2,Spearman Correlation,P-value,N
C4H63 = For how many years did you smoke regularly?,"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",0.18252093627068733,2.014229507508266e-53,6990
C4H63 = For how many years did you smoke regularly?,"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",0.9572290387944594,0.0,6990
C4H63 = For how many years did you smoke regularly?,"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",-0.06889854954453452,8.109341218662782e-09,6990
C4H63 = For how many years did you smoke regularly?,"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",0.10778875134913832,1.6171551568192816e-19,6990
C4H63 = For how many years did you smoke regularly?,C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,-0.06590279967660881,3.489896780610829e-08,6990
C4H63 = For how many years did you smoke regularly?,C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,-0.05987211167296766,5.463414793113297e-07,6990
C4H63 = For how many years did you smoke regularly?,C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,0.21936946308683905,6.2928053547991715e-77,6990
C4H63 = For how many years did you smoke regularly?,C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,0.0796622805472253,2.5637513338967025e-11,6990
C4H63 = For how many years did you smoke regularly?,C4AD59 = Sun AM Minutes To Fall Asleep,-0.14948303153288092,3.241761429770535e-36,6990
C4H63 = For how many years did you smoke regularly?,C4AD510 = Sun AM How Difficult To Fall Asleep,0.011725635814173109,0.32699014128784964,6990
C4H63 = For how many years did you smoke regularly?,C4AD511 = Sun AM How Many Times Did You Wake,-0.20930815919377266,4.77740602635586e-70,6990
C4H63 = For how many years did you smoke regularly?,C4AD512 = Sun AM Wake Because of Noise or Activity,-0.27236621104287445,3.820519323221068e-119,6990
C4H63 = For how many years did you smoke regularly?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.06329731763844328,1.1809867335741868e-07,6990
C4H63 = For how many years did you smoke regularly?,"C4AD514 = Sun AM If Woke, Number of Times Left Bed",-0.12245781818795011,9.125384259951229e-25,6990
C4H63 = For how many years did you smoke regularly?,C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,0.021375226711593285,0.07393967954894724,6990
C4H63 = For how many years did you smoke regularly?,C4AD516 = Sun AM Time Get Out of Bed,0.007072737185975075,0.5543686954738959,6990
C4H63 = For how many years did you smoke regularly?,C4AD517 = Sun AM How Deeply Did You Sleep,-0.019652674614436982,0.10039314617013131,6990
C4H63 = For how many years did you smoke regularly?,C4AD518 = Sun AM How Well Rested Do You Feel,-0.1433308623711633,2.100162050708766e-33,6990
C4H63 = For how many years did you smoke regularly?,C4AD519 = Sun AM How Alert Do You Feel,-0.08933483913860059,7.287939052920066e-14,6990
C4H63 = For how many years did you smoke regularly?,C4AD520 = Sun AM Overall Quality of Sleep,-0.01718161100178817,0.15090599891696463,6990
C4H63 = For how many years did you smoke regularly?,C4WA1SLT = Active 1 Sleep Time,0.04567417126380592,0.00013347583942329143,6990
C4H63 = For how many years did you smoke regularly?,C4WA1PSL = Active 1 % Sleep Time,0.013049654890504813,0.2753240869922139,6990
C4H63 = For how many years did you smoke regularly?,C4WA1SLB = Active 1 # Sleep Bouts,0.14083240668776553,2.687252319510185e-32,6990
C4H63 = For how many years did you smoke regularly?,C4WA1ASB = Active 1 Avg Sleep Bouts,-0.17351895721294533,2.2315455876422745e-48,6990
C4H63 = For how many years did you smoke regularly?,C4WS2SLT = Sleep 2 Sleep Time,-0.13009150073699824,9.153317665441511e-28,6990
C4H63 = For how many years did you smoke regularly?,C4WS2PSL = Sleep 2 % Sleep Time,0.14078508797472805,2.818916770866565e-32,6990
C4H63 = For how many years did you smoke regularly?,C4WS2SLB = Sleep 2 # Sleep Bouts,-0.29678295001010563,3.9384139178555126e-142,6990
C4H63 = For how many years did you smoke regularly?,C4WS2ASB = Sleep 2 Avg Sleep Bouts,0.14497190359088252,3.8390192761941137e-34,6990
C4H63 = For how many years did you smoke regularly?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.09304151011123772,6.473103512416807e-15,6990
C4H63 = For how many years did you smoke regularly?,C4BHDL = Blood HDL Cholesterol (mg/dL),0.27859669252664576,8.620588750820821e-125,6990
C4H63 = For how many years did you smoke regularly?,C4BLDL = Blood LDL Cholesterol (mg/dL),-0.14574716473104818,1.7082443012703797e-34,6990
C4H63 = For how many years did you smoke regularly?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.3023867956544373,9.768109890181134e-148,6990
C4H63 = For how many years did you smoke regularly?,C4H1I = Have you ever had diabetes?,-0.2769657097057361,2.679185955253989e-123,6990
C4H63 = For how many years did you smoke regularly?,C4BHA1C = Blood Hemoglobin A1c %,0.2566664344294579,1.4462294912302406e-105,6990
C4H63 = For how many years did you smoke regularly?,C4H1B = Have you ever had high blood pressure?,-0.11081787233994768,1.5136247709549586e-20,6990
C4H63 = For how many years did you smoke regularly?,C4P1GS = Average BP (sitting) systolic,-0.2406949537469537,1.089797358928488e-92,6990
C4H63 = For how many years did you smoke regularly?,C4P1GD = Average BP (sitting) diastolic,-0.23318530443736737,5.920364095915896e-87,6990
C4H63 = For how many years did you smoke regularly?,C1PA26 = Ever had cancer,-0.1545062365415245,1.3325353212421607e-38,6990
C4H63 = For how many years did you smoke regularly?,C1PA28AA = Age breast cancer diagnosed,-0.058215007659168407,1.1137433331438207e-06,6990
C4H63 = For how many years did you smoke regularly?,C4H1P = Have you ever had cancer?,-0.25839780374618726,5.1052584999093775e-107,6990
C4H63 = For how many years did you smoke regularly?,Family history of breast cancer,-0.13947112084158939,1.0570060218172006e-31,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4H65 = How old were you the last time you smoked regularly?,0.9698882375305234,0.0,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?","C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",0.185309434320906,4.860409108195343e-55,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?","C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",0.9586585556518699,0.0,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?","C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",-0.06653878374984719,2.573362479243977e-08,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?","C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",0.1595354514163013,4.50536308453802e-41,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,-0.07182966276842988,1.831361773773761e-09,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,-0.07014081156276324,4.3477114095805946e-09,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,0.19043291828516412,4.434177489236707e-58,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,0.057034348526201754,1.8289756480733426e-06,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4AD59 = Sun AM Minutes To Fall Asleep,-0.1663691103087465,1.4587787226441886e-44,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4AD510 = Sun AM How Difficult To Fall Asleep,0.0035456975590836878,0.7669320436364369,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4AD511 = Sun AM How Many Times Did You Wake,-0.21335908360845723,8.93966025916403e-73,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4AD512 = Sun AM Wake Because of Noise or Activity,-0.26986191440526436,6.458073418948831e-117,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?","C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.06014645010170421,4.846957020226523e-07,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?","C4AD514 = Sun AM If Woke, Number of Times Left Bed",-0.13849818855403767,2.789575365299206e-31,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,0.00965297244570882,0.4197108463701331,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4AD516 = Sun AM Time Get Out of Bed,-0.017312310193127553,0.14782232384714228,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4AD517 = Sun AM How Deeply Did You Sleep,-0.03415488757162131,0.00429172540938557,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4AD518 = Sun AM How Well Rested Do You Feel,-0.15153201563334096,3.5264526181144793e-37,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4AD519 = Sun AM How Alert Do You Feel,-0.09669587397506406,5.409796493219111e-16,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4AD520 = Sun AM Overall Quality of Sleep,-0.025159969227490062,0.03542324885997007,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4WA1SLT = Active 1 Sleep Time,0.021935747950688114,0.06667513295150787,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4WA1PSL = Active 1 % Sleep Time,-0.00987064119903538,0.4093037451890039,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4WA1SLB = Active 1 # Sleep Bouts,0.11291068658750596,2.835127443612153e-21,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4WA1ASB = Active 1 Avg Sleep Bouts,-0.18681385835531777,6.356585190827525e-56,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4WS2SLT = Sleep 2 Sleep Time,-0.13888250485275067,1.9029134185293611e-31,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4WS2PSL = Sleep 2 % Sleep Time,0.13306475242766205,5.542707549340929e-29,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4WS2SLB = Sleep 2 # Sleep Bouts,-0.3231990621325968,1.1447402361239751e-169,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4WS2ASB = Sleep 2 Avg Sleep Bouts,0.1456143308204468,1.9631009788569277e-34,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4BCHOL = Blood Total Cholesterol (mg/dL),-0.08606595874760613,5.688842627142771e-13,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4BHDL = Blood HDL Cholesterol (mg/dL),0.28051582000325365,1.4666281829015783e-126,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4BLDL = Blood LDL Cholesterol (mg/dL),-0.13854180762082144,2.671207819439961e-31,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.30438100832217796,9.219550384153217e-150,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4H1I = Have you ever had diabetes?,-0.2617567604620723,7.225621299540326e-110,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4BHA1C = Blood Hemoglobin A1c %,0.2420655092553579,9.306150627644384e-94,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4H1B = Have you ever had high blood pressure?,-0.10451731890515875,1.9397716933514086e-18,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4P1GS = Average BP (sitting) systolic,-0.23333613268777237,4.561967305966074e-87,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4P1GD = Average BP (sitting) diastolic,-0.2308860565844835,3.075259665662778e-85,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C1PA26 = Ever had cancer,-0.13374010631016792,2.905239902900246e-29,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C1PA28AA = Age breast cancer diagnosed,-0.05960924938664775,6.124554747246408e-07,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",C4H1P = Have you ever had cancer?,-0.26383524554541404,1.1879223352420104e-111,6990
"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",Family history of breast cancer,-0.11112369783880434,1.187319814332453e-20,6990
C4H65 = How old were you the last time you smoked regularly?,"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",0.18701875775022134,4.811847983818341e-56,6990
C4H65 = How old were you the last time you smoked regularly?,"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",0.9576894879456366,0.0,6990
C4H65 = How old were you the last time you smoked regularly?,"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",-0.060355746011722104,4.4223314771270876e-07,6990
C4H65 = How old were you the last time you smoked regularly?,"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",0.11416440813662777,1.02386388480307e-21,6990
C4H65 = How old were you the last time you smoked regularly?,C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,-0.06253854432889848,1.6696266110847138e-07,6990
C4H65 = How old were you the last time you smoked regularly?,C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,-0.0530607298194614,9.057099238505656e-06,6990
C4H65 = How old were you the last time you smoked regularly?,C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,0.2183925508807487,3.036407186955565e-76,6990
C4H65 = How old were you the last time you smoked regularly?,C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,0.07643746444766525,1.565338300919646e-10,6990
C4H65 = How old were you the last time you smoked regularly?,C4AD59 = Sun AM Minutes To Fall Asleep,-0.1507759815113094,8.024322590381681e-37,6990
C4H65 = How old were you the last time you smoked regularly?,C4AD510 = Sun AM How Difficult To Fall Asleep,0.01635756383381524,0.1714871262674603,6990
C4H65 = How old were you the last time you smoked regularly?,C4AD511 = Sun AM How Many Times Did You Wake,-0.20651407180491296,3.370217954720893e-68,6990
C4H65 = How old were you the last time you smoked regularly?,C4AD512 = Sun AM Wake Because of Noise or Activity,-0.2739678931820636,1.3953520619933554e-120,6990
C4H65 = How old were you the last time you smoked regularly?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.05775503110482423,1.35270452077069e-06,6990
C4H65 = How old were you the last time you smoked regularly?,"C4AD514 = Sun AM If Woke, Number of Times Left Bed",-0.11900900757244696,1.7980123438685926e-23,6990
C4H65 = How old were you the last time you smoked regularly?,C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,0.02593060964788368,0.03016347762862448,6990
C4H65 = How old were you the last time you smoked regularly?,C4AD516 = Sun AM Time Get Out of Bed,0.011705664510722585,0.327814803944807,6990
C4H65 = How old were you the last time you smoked regularly?,C4AD517 = Sun AM How Deeply Did You Sleep,-0.025299603088447763,0.03441593606751192,6990
C4H65 = How old were you the last time you smoked regularly?,C4AD518 = Sun AM How Well Rested Do You Feel,-0.147033541687092,4.4133156910983676e-35,6990
C4H65 = How old were you the last time you smoked regularly?,C4AD519 = Sun AM How Alert Do You Feel,-0.09706478268514304,4.188716403959055e-16,6990
C4H65 = How old were you the last time you smoked regularly?,C4AD520 = Sun AM Overall Quality of Sleep,-0.020924101947743703,0.08024544817184978,6990
C4H65 = How old were you the last time you smoked regularly?,C4WA1SLT = Active 1 Sleep Time,0.044188504417307074,0.00021938696920140955,6990
C4H65 = How old were you the last time you smoked regularly?,C4WA1PSL = Active 1 % Sleep Time,0.011270143523723049,0.34613350937531806,6990
C4H65 = How old were you the last time you smoked regularly?,C4WA1SLB = Active 1 # Sleep Bouts,0.13696608450389597,1.2679344632862578e-30,6990
C4H65 = How old were you the last time you smoked regularly?,C4WA1ASB = Active 1 Avg Sleep Bouts,-0.17777775156315662,9.900747287786673e-51,6990
C4H65 = How old were you the last time you smoked regularly?,C4WS2SLT = Sleep 2 Sleep Time,-0.13682196246775646,1.4607190905503049e-30,6990
C4H65 = How old were you the last time you smoked regularly?,C4WS2PSL = Sleep 2 % Sleep Time,0.15092875565905625,6.798342394319872e-37,6990
C4H65 = How old were you the last time you smoked regularly?,C4WS2SLB = Sleep 2 # Sleep Bouts,-0.3013113619016598,1.1892748977606643e-146,6990
C4H65 = How old were you the last time you smoked regularly?,C4WS2ASB = Sleep 2 Avg Sleep Bouts,0.15265308049335433,1.03386265590129e-37,6990
C4H65 = How old were you the last time you smoked regularly?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.08964166858482356,5.986351128115973e-14,6990
C4H65 = How old were you the last time you smoked regularly?,C4BHDL = Blood HDL Cholesterol (mg/dL),0.27935588160994856,1.727204618107508e-125,6990
C4H65 = How old were you the last time you smoked regularly?,C4BLDL = Blood LDL Cholesterol (mg/dL),-0.1389149451426921,1.8423632378843073e-31,6990
C4H65 = How old were you the last time you smoked regularly?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.3033686228929613,9.880332291697683e-149,6990
C4H65 = How old were you the last time you smoked regularly?,C4H1I = Have you ever had diabetes?,-0.2746327807082881,3.508399109305943e-121,6990
C4H65 = How old were you the last time you smoked regularly?,C4BHA1C = Blood Hemoglobin A1c %,0.2607854645867925,4.864817222837271e-109,6990
C4H65 = How old were you the last time you smoked regularly?,C4H1B = Have you ever had high blood pressure?,-0.11662290691192267,1.3445761955646084e-22,6990
C4H65 = How old were you the last time you smoked regularly?,C4P1GS = Average BP (sitting) systolic,-0.24026432582914065,2.3533738892217503e-92,6990
C4H65 = How old were you the last time you smoked regularly?,C4P1GD = Average BP (sitting) diastolic,-0.23116202607781058,1.9185272553290621e-85,6990
C4H65 = How old were you the last time you smoked regularly?,C1PA26 = Ever had cancer,-0.16068437621126674,1.195874279791453e-41,6990
C4H65 = How old were you the last time you smoked regularly?,C1PA28AA = Age breast cancer diagnosed,-0.05752595098097506,1.489400585161762e-06,6990
C4H65 = How old were you the last time you smoked regularly?,C4H1P = Have you ever had cancer?,-0.2500724822144265,3.8880018078171175e-100,6990
C4H65 = How old were you the last time you smoked regularly?,Family history of breast cancer,-0.1348439471151923,1.0035228737840811e-29,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?","C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",0.29489864098569724,2.8323394721716143e-140,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?","C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",0.014001072254531378,0.24183008403389825,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?","C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",0.1030088504116683,5.94431598593018e-18,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,-0.009982596786009634,0.40401127988801067,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,0.010596876819546085,0.375708475456319,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,0.02224368619404691,0.06294100866228612,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,-0.043482187979509736,0.0002764201520891763,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4AD59 = Sun AM Minutes To Fall Asleep,-0.018447176120763357,0.12303616357458373,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4AD510 = Sun AM How Difficult To Fall Asleep,0.023775723617748667,0.04684224162677129,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4AD511 = Sun AM How Many Times Did You Wake,-0.09099391356688476,2.4955717732510333e-14,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4AD512 = Sun AM Wake Because of Noise or Activity,-0.08619221945370216,5.262110462015099e-13,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?","C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.0034353791452320756,0.7739832700969724,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?","C4AD514 = Sun AM If Woke, Number of Times Left Bed",-0.09625108988931015,7.354858261996307e-16,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,0.055887612512726635,2.934233328212092e-06,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4AD516 = Sun AM Time Get Out of Bed,0.006249618003913053,0.6013789138116311,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4AD517 = Sun AM How Deeply Did You Sleep,-0.030890939175314745,0.009799384908597202,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4AD518 = Sun AM How Well Rested Do You Feel,-0.040609155463764306,0.0006838546745059282,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4AD519 = Sun AM How Alert Do You Feel,-0.0017487460179739225,0.8837792872441491,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4AD520 = Sun AM Overall Quality of Sleep,-0.015287819835570713,0.20124839751237295,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4WA1SLT = Active 1 Sleep Time,0.020331658563558473,0.08918270385997074,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4WA1PSL = Active 1 % Sleep Time,0.01727066375826674,0.1487996461632617,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4WA1SLB = Active 1 # Sleep Bouts,0.03822244346497708,0.0013923588017570824,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4WA1ASB = Active 1 Avg Sleep Bouts,-0.0639787339337472,8.624591386481658e-08,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4WS2SLT = Sleep 2 Sleep Time,0.032308406496295954,0.006904703020793988,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4WS2PSL = Sleep 2 % Sleep Time,0.11629654425061708,1.7648707560695907e-22,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4WS2SLB = Sleep 2 # Sleep Bouts,-0.11350446210771115,1.7526381253520435e-21,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4WS2ASB = Sleep 2 Avg Sleep Bouts,0.1307523303829426,4.935416545084247e-28,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4BCHOL = Blood Total Cholesterol (mg/dL),0.07161236239067575,2.0491226268959646e-09,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4BHDL = Blood HDL Cholesterol (mg/dL),0.14735504142219508,3.140725759936761e-35,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4BLDL = Blood LDL Cholesterol (mg/dL),0.043437921818099745,0.00028042153849391113,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.10414105124196804,2.568764874659943e-18,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4H1I = Have you ever had diabetes?,-0.017017394082395963,0.1548496651251358,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4BHA1C = Blood Hemoglobin A1c %,0.024013225323052043,0.04468736656913506,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4H1B = Have you ever had high blood pressure?,0.013891755332253284,0.24552582740845347,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4P1GS = Average BP (sitting) systolic,-0.12170552265573836,1.7612476454253485e-24,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4P1GD = Average BP (sitting) diastolic,-0.11049832609354232,1.9493436392599156e-20,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C1PA26 = Ever had cancer,-0.028357248171473236,0.01774506822237222,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C1PA28AA = Age breast cancer diagnosed,-0.01609648911753646,0.17842732537138858,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",C4H1P = Have you ever had cancer?,-0.08688221563920175,3.429565920625523e-13,6990
"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",Family history of breast cancer,0.04061910375339119,0.0006817773897610687,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?","C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",-0.05165003110661665,1.5576409791445682e-05,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?","C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",0.15908761797884682,7.535241046321365e-41,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,-0.06826373691178707,1.1105591416124648e-08,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,-0.07259070346053503,1.232438770978145e-09,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,0.20461662572472009,5.856125400912427e-67,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,0.06461011102646212,6.427169356413029e-08,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4AD59 = Sun AM Minutes To Fall Asleep,-0.17405508569246114,1.136864883309419e-48,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4AD510 = Sun AM How Difficult To Fall Asleep,0.01308921796513208,0.27387113424946574,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4AD511 = Sun AM How Many Times Did You Wake,-0.22051892728856265,9.779560835762988e-78,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4AD512 = Sun AM Wake Because of Noise or Activity,-0.2955655916890461,6.2593592686371e-141,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?","C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.06747644877410147,1.6338751887309217e-08,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?","C4AD514 = Sun AM If Woke, Number of Times Left Bed",-0.14393008220601497,1.131788341945076e-33,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,0.013599891663352376,0.2555864657616143,6990
