,C4H73AC = Exercise/Activity A – Coded,C4H73AS = Seasonal exercise/activity A?,C4H73AFD = How many times per day do you do exercise/activity A?,C4H73AFW = How many days per week do you do exercise/activity A?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73AI = What is the intensity of exercise/activity A?,C4H73BC = Exercise/Activity B – Coded,C4H73BS = Seasonal exercise/activity B?,C4H73BFD = How many times per day do you do exercise/activity B?,C4H73BFW = How many days per week do you do exercise/activity B?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H73BI = What is the intensity of exercise/activity B?,C4H73CC = Exercise/Activity C – Coded,C4H73CS = Seasonal exercise/activity C?,C4H73CFD = How many times per day do you do exercise/activity C?,C4H73CFW = How many days per week do you do exercise/activity C?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H73CI = What is the intensity of exercise/activity C?,C4H73DC = Exercise/Activity D – Coded,C4H73DS = Seasonal exercise/activity D?,C4H73DFD = How many times per day do you do exercise/activity D?,C4H73DFW = How many days per week do you do exercise/activity D?,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73DI = What is the intensity of exercise/activity D?,C4H73EC = Exercise/Activity E – Coded,C4H73ES = Seasonal exercise/activity E?,C4H73EFD = How many times per day do you do exercise/activity E?,C4H73EFW = How many days per week do you do exercise/activity E?,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4H73EI = What is the intensity of exercise/activity E?,C4H73FC = Exercise/Activity F – Coded,C4H73FS = Seasonal exercise/activity F?,C4H73FFD = How many times per day do you do exercise/activity F?,C4H73FFW = How many days per week do you do exercise/activity F?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73FI = What is the intensity of exercise/activity F?,C4H73GC = Exercise/Activity G – Coded,C4H73GS = Seasonal exercise/activity G?,C4H73GFD = How many times per day do you do exercise/activity G?,C4H73GFW = How many days per week do you do exercise/activity G?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4H73GI = What is the intensity of exercise/activity G?,C1PA26 = Ever had cancer,C1PA28AA = Age breast cancer diagnosed,C4H1P = Have you ever had cancer?,Family history of breast cancer,C1PA24 = High blood pressure ever diagnosed,C1PA24A = Number years ago told high blood pressure,C1PA24B = Ever taken high blood pressure medicine,C1PA24EC = High blood pressure therapy - Exercise,C4H1A = Have you ever had heart disease?,C4H1B = Have you ever had high blood pressure?,C4H1C = Have you ever had circulation problems?,C4H1D = Have you ever had blood clots?,C4H1E = Have you ever had a heart murmur?,C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,C4H1H = Have you ever had cholesterol problems?,C4P1F1D = BP (sitting) 1 diastolic,C4P1F2S = BP (sitting) 2 systolic,C4P1F2D = BP (sitting) 2 diastolic,C4P1F3S = BP (sitting) 3 systolic,C4P1F3D = BP (sitting) 3 diastolic,C4P1GS = Average BP (sitting) systolic,C4P1GD = Average BP (sitting) diastolic,C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4BCHOL = Blood Total Cholesterol (mg/dL),C4BTRIGL = Blood Triglycerides (mg/dL),C4BHDL = Blood HDL Cholesterol (mg/dL),C4BLDL = Blood LDL Cholesterol (mg/dL),C4BRTHDL = Blood Ratio Total / HDL Cholesterol,Family history of stroke,Family history of circulation problems,Family history of high blood pressure,Family history of heart disease
C4P1F3S = BP (sitting) 3 systolic,0.08578250550614103,0.1512537013472093,0.15037660881914544,0.14321824646719813,0.15218909322492744,0.14620277356684025,0.20924702481508797,0.21569193088144586,0.2313087754120668,0.24038783088676013,0.2121159577455354,0.17559599828657055,0.3873016987119854,0.3695011549391805,0.3869855694496829,0.3864878414926372,0.35783206497344805,0.3858964704596296,-0.04318186583931714,-0.05138966883386449,-0.04934530746848304,-0.04918722653226223,-0.04500322104085786,-0.04308932569662829,0.037261185401991956,0.03508759250021608,0.03534792201417596,0.03615636412285261,0.030115356598415476,0.039259526907071525,0.03389561043857827,0.033794242231124226,0.03392260343330042,0.03388955579729578,0.03458772796537951,0.03132001522732362,0.03699495789455694,0.0370513784717085,0.03704666479344517,0.036818948965141415,0.03727962027422432,0.03680463878624637,0.3150578593252042,-0.018104952996167847,0.34791156297888576,0.17560645330541122,-0.28361580461387104,-0.2894851501190736,-0.2896386629122524,-0.1883187282159641,-0.08093717228556249,0.09940377322587303,-0.08285321020724062,-0.04132321966508215,-0.15343570919344474,-0.00988837165752719,0.18486285390918689,0.6455071352010696,0.941236414543278,0.6652239819914334,1.0,0.6681280053263081,0.9698568705964167,0.6689832825615015,0.9854897642778377,0.6770601011755674,0.0743717210229254,0.0468065665731594,-0.05375509402110162,0.09653549291986868,0.06592654178548077,-0.233767398473191,-0.29975909627748804,-0.15687531733544527,-0.1274371379609709
C4P1F3D = BP (sitting) 3 diastolic,0.12372851952233305,0.17809109895142686,0.1784368646455195,0.1711357958783658,0.18542565390263496,0.17044992922136257,0.18799605269144992,0.19409351242296066,0.20857119229692841,0.2167683262720429,0.1937375343526015,0.15281597573813094,0.30569522900920654,0.2888215412147704,0.30531547965250416,0.30438951084868476,0.2796610668288754,0.3033990214154576,-0.10142239823146901,-0.11027178035493355,-0.10897475880452052,-0.10788795554172094,-0.10841306992252146,-0.10782078249356247,-0.04215699850003673,-0.04473127411311231,-0.04441419913055796,-0.04397358708935611,-0.05088257407847945,-0.040504727946116,-0.041497687573348846,-0.042181851799262655,-0.04155586671875095,-0.041887711749908234,-0.04185973624141489,-0.04795025513987873,0.008982274423706691,0.008999648067736897,0.009550153540223157,0.008738406657417193,0.009657156618876929,0.011120580241590045,0.26904569107977866,-0.046049610963918415,0.3354466987837489,0.13726369267337243,-0.2116458330152045,-0.22188224821780095,-0.21930311755878254,-0.15256711443136467,0.04689875283572896,0.1411214648692775,-0.05478048218456017,0.00919072267130854,-0.015270613631914594,-0.0133035907110166,0.19358995920918734,0.8866262711825806,0.6238922795027717,0.9172575614520121,0.6681280053263081,1.0,0.6498652416703912,0.9514693281243373,0.6563895309864627,0.978048922845959,0.046989569115227094,-0.03476302882144858,-0.1136786424991482,0.059984601827564474,-0.003999393893076493,-0.16236468554352132,-0.2821471430384498,-0.08032675386818577,-0.19192497911775896
C4P1GS = Average BP (sitting) systolic,0.08631963839785227,0.15178651358941514,0.15051212845489087,0.14394405402144897,0.15244595273286107,0.1467535330857317,0.21304536632218926,0.2191217804681996,0.23456064659985115,0.24370922823918825,0.21525782668134535,0.17742775136660222,0.38504765902663257,0.36646176396557295,0.38466475128036154,0.38415377494419867,0.3549726307222503,0.3845881122250695,-0.05060795820852044,-0.05927660588630819,-0.05708746503490949,-0.057051193714653725,-0.051775951581285194,-0.05032646083727253,0.039348172946204754,0.03756247571286973,0.03773343236958423,0.03849041661185561,0.03229776501200988,0.0406443568427827,0.03505071489010021,0.03473388306154438,0.035025210554035464,0.0351108466576821,0.035576229750748936,0.0326002922640678,0.04011360062537763,0.04011959235069255,0.04019030271906838,0.03991870212633276,0.04029156463251647,0.040233697073997765,0.31348836930956026,-0.015506665740650932,0.349122770533998,0.17876772043675052,-0.28427896265715,-0.290065229224573,-0.2915545443464766,-0.20164453337850866,-0.1089665406535692,0.10120487441344203,-0.1051745954523408,-0.04321722267138997,-0.15993679209774217,-0.029327246780029664,0.1992306469442983,0.6443769033568636,0.9701095344783243,0.6611271023646744,0.9698568705964167,0.6498652416703912,1.0,0.6648910085697007,0.9845622080051247,0.6656245863345638,0.08425174730548313,0.05264855467796615,-0.046480760468869765,0.10431682619991317,0.07100092041750619,-0.21759822137335336,-0.3091621695547726,-0.15995357547031988,-0.11909391946481945
C4P1GD = Average BP (sitting) diastolic,0.09945667362705043,0.1551283897208354,0.1548684705481059,0.1470558241931196,0.15897627811349618,0.14601803107414257,0.1864616422585228,0.19336491042835893,0.2088003349422057,0.21730934206337,0.1926642319999195,0.14711209425179111,0.3162272157185037,0.2973018977320294,0.315993044383622,0.31502439642756963,0.28660935658274544,0.3156969772760204,-0.12288814418565078,-0.13131743156611073,-0.1298814897853082,-0.12896550154633998,-0.12911762210218658,-0.12847159197545316,-0.04835790933822286,-0.05022865849451259,-0.04973053157623137,-0.04891329662800941,-0.055809374316888455,-0.04472480036200082,-0.03919713187232688,-0.039871136686961316,-0.03941032678902926,-0.03990165514901881,-0.03961913346689399,-0.04621770083993572,0.003061099804206735,0.0031222617922509154,0.003685047227454662,0.002883648454938792,0.003871995753853141,0.005250685934060757,0.2908859055611667,-0.047464276821253794,0.345415506678086,0.14692548808444186,-0.23522521285955253,-0.24785443447957534,-0.24476345368968813,-0.16630165861824986,0.05593318567202066,0.1397453885353801,-0.05909428915260281,0.006851205850967762,-0.05498000508636834,0.004375796226652351,0.20950863060663816,0.9343056297150851,0.6421315335360758,0.9667177965113369,0.6689832825615015,0.9514693281243373,0.6648910085697007,1.0,0.666519764343354,0.9793308223540668,0.07454669124615197,-0.013891061193842237,-0.09971375145709521,0.0861636895863417,0.018083357289930723,-0.1649666574443646,-0.2947369330572554,-0.07980903881893978,-0.19707134433203372
C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.07446111948476732,0.14037376173448493,0.13880397878994957,0.13198551222231958,0.14041317797800526,0.13679338861979687,0.20333397662815145,0.20976669136800896,0.22531576660553204,0.23444683432325614,0.2060544224709787,0.1684289945644503,0.38218150923973687,0.36376846343472896,0.3816450594016934,0.3811031275854204,0.35238657229516474,0.38112555460871067,-0.0450115906139234,-0.05411733108544034,-0.05166974475480196,-0.05155919693403637,-0.04680298072068179,-0.04469731947984668,0.04815061381341601,0.045782963646859805,0.04605789871486398,0.047084972583159516,0.04093985713106271,0.050039353501912,0.033269167884595365,0.03296903231034759,0.03316359021343041,0.03317618197098208,0.0341157824030621,0.03037617395600454,0.0409368342088358,0.04097021958500316,0.040966082028589486,0.04072272978256088,0.041157651707621125,0.04074418015144717,0.31167230262820583,-0.017161671947674945,0.3409299906840197,0.17442854082063897,-0.2855314693101477,-0.2905719299643037,-0.29158439021467797,-0.20035847737679743,-0.09776048235921697,0.09748051196769364,-0.0890058068687239,-0.04106910618679403,-0.16030268382426172,-0.013509950384739872,0.18373765027419614,0.6477370123660181,0.98470757737444,0.6688914259983602,0.9854897642778377,0.6563895309864627,0.9845622080051247,0.666519764343354,1.0,0.673024868484276,0.07235135192998625,0.04413754777560691,-0.05594390948980588,0.09416867436282618,0.0628939844004235,-0.21833369498391794,-0.29817499004103903,-0.15429883809583128,-0.1193838382104789
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,0.11089453475890787,0.16788224225648654,0.16768404984606824,0.16017809601337457,0.17563687316874127,0.1582567151996194,0.17979370959915547,0.18553528519649432,0.2007508145211413,0.20957572839743524,0.18547015437491368,0.14195339883927519,0.31264056419327213,0.294615885411259,0.312459221237776,0.31149667606722736,0.2843207116972786,0.3120256246800069,-0.11028545982026644,-0.11916935338637455,-0.11769333537489395,-0.1168443072353706,-0.1168572475513828,-0.11563709209344401,-0.042270298386726815,-0.04547840544527234,-0.044994245918257084,-0.044289226569773174,-0.050067755119496626,-0.03989010820764091,-0.03775939896208147,-0.03814105398460907,-0.03779367592031214,-0.03838434033543302,-0.03782689577474151,-0.04468164188055364,0.0007306933977716944,0.0007867359111762108,0.0011945657154770084,0.0005939186184945248,0.0013653069979393435,0.0023177234077964345,0.28563844848729186,-0.04085353468502348,0.34961918792261304,0.1361560966866595,-0.22533731469755258,-0.23547527687830574,-0.23398965471742159,-0.15836764437818887,0.0445884480544846,0.13850102936556855,-0.055091166070670924,0.0015526541908083091,-0.03581623608535544,0.0040227530312957,0.2012621246271845,0.9157479843075674,0.6473217687012303,0.9794345248791099,0.6770601011755674,0.978048922845959,0.6656245863345638,0.9793308223540668,0.673024868484276,1.0,0.05940948308221702,-0.028610232931786047,-0.10954816911755834,0.0727684771455673,0.004519339126394207,-0.16813021504501297,-0.28194341253149086,-0.08666990631519925,-0.19539700890171857
C4BCHOL = Blood Total Cholesterol (mg/dL),-0.027251743291712517,-0.01606679642507941,-0.01639932652819643,-0.020189811804437616,0.0007835637337239418,-0.005887857370639551,0.024136754358343396,0.025554220648536876,0.02906233376658704,0.03164260650483001,0.019535249389552235,0.012139096363757368,0.08458951663697062,0.07644979913783966,0.08460964086660369,0.08378886054596418,0.07321008194576058,0.08702963165355523,-0.057405067759146146,-0.05787257610554162,-0.05785397876984583,-0.057945469696410824,-0.056987365237516845,-0.05579232888531479,-0.0829574573563166,-0.08765954396661439,-0.08685694206645134,-0.08813132396803683,-0.09427688483166446,-0.080538090970157,-0.11923082569156197,-0.11712861070201205,-0.11626271911245115,-0.11672619368553937,-0.12253612536921912,-0.1080485990385619,-0.015515865720595415,-0.015467971825237537,-0.015230748527939708,-0.015694928887440267,-0.01503652177155303,-0.014537416395675257,0.1198408933739336,-0.027692033115522107,0.11987831413114028,0.08135138046585406,-0.04508579509689677,-0.05013833983846795,-0.0470504556164036,-0.021907727982733133,0.09032586261322177,0.1281353919976653,0.10924596128278069,-0.06747454369613647,-0.11581022105568112,0.021736527812638306,0.13445650920653032,0.07918405935209653,0.06676814695607676,0.0686974996243434,0.0743717210229254,0.046989569115227094,0.08425174730548313,0.07454669124615197,0.07235135192998625,0.05940948308221702,1.0,0.9026497773469094,0.8737958909973199,0.9670604160221468,0.8983163513233738,-0.082120287872624,-0.06853830727027967,-0.08531002289821471,-0.06393547678760919
C4BTRIGL = Blood Triglycerides (mg/dL),-0.007810439134445371,-0.007074622398934196,-0.007721866756700274,-0.010430900356069799,0.013699267286127512,0.006806943225297037,0.05775936195635051,0.05598471890850163,0.055980642991566416,0.05640315428139308,0.05170119840058847,0.048653855081310884,0.07725856373661318,0.0738976915173748,0.07750275192448394,0.0769223981430592,0.07306429234073145,0.07764421615690278,-0.01669913448678677,-0.01601247259034016,-0.015633303085481522,-0.016010410060916302,-0.013958018230238248,-0.011109423415010235,-0.04158061342956406,-0.049075179938211214,-0.0479862947047237,-0.04936959694385209,-0.05220968678933117,-0.03980294441665329,-0.09367624187260717,-0.09098088777471591,-0.09015151251319724,-0.09069236475515367,-0.0961346759946262,-0.08130274307246813,0.00571706234614658,0.005718775447196917,0.005704999963516656,0.00572053572144106,0.00570818567289418,0.005639241530146216,0.04903621251859626,0.006998928326691735,0.0740027506529248,0.028407022478653274,-0.06094934289731034,-0.06319734083297857,-0.061702997323240485,0.002054802855494711,0.008886593451238458,-0.016110756224679834,0.10475255840342969,-0.052607806067552464,-0.1059863166980359,0.008304632637995727,0.04040588591564046,-0.003846435031111573,0.03961735655035413,-0.021732899923026024,0.0468065665731594,-0.03476302882144858,0.05264855467796615,-0.013891061193842237,0.04413754777560691,-0.028610232931786047,0.9026497773469094,1.0,0.9352840999529166,0.9047745908209606,0.9679941803065243,-0.05790022558993518,-0.0293399633786703,-0.05844799852748221,-0.03526410059006292
C4BHDL = Blood HDL Cholesterol (mg/dL),-0.08636313698317523,-0.10190972888823438,-0.10185636819823299,-0.10262219502191428,-0.08392967516731317,-0.09090949331879566,-0.04425107587443579,-0.046687784835631324,-0.05045160419442867,-0.052319738561847726,-0.04991319483264368,-0.04374028801016328,-0.054566072530308485,-0.05173663920098596,-0.05359050000754432,-0.053700139384483925,-0.04930763047515596,-0.054684832733409766,-0.007584190491882684,-0.006447251272605087,-0.006116795524667789,-0.006316644422415082,-0.003977134569518055,-0.002510938554416957,-0.04019132816571404,-0.04732361937827916,-0.04600984525673919,-0.047278394547345524,-0.051038584199805,-0.037630112542179274,-0.08030566960617942,-0.07810669967326514,-0.07737508863509802,-0.07783441016084297,-0.08295396277944828,-0.0685408592768705,0.007230882290542254,0.007224437850990557,0.007354517341100934,0.0071971881061049965,0.007338719889007225,0.007721075515910267,-0.06509238712160746,-0.0009047212110890778,-0.03326035728303328,-0.020273937661916562,0.04551903314684134,0.04789064038454449,0.048562477108751084,0.0446706195267705,0.0736889646004757,-0.04457497003685696,0.13396191269413307,-0.013675582790438139,-0.07175592489016863,0.034604381287494254,0.003826778801006133,-0.09295416935426712,-0.055276304775537674,-0.10563487851190492,-0.05375509402110162,-0.1136786424991482,-0.046480760468869765,-0.09971375145709521,-0.05594390948980588,-0.10954816911755834,0.8737958909973199,0.9352840999529166,1.0,0.8996494521606889,0.9447219329503717,0.03200153704455561,0.06697635580109937,-0.017485657451127474,0.008542937281652875
C4BLDL = Blood LDL Cholesterol (mg/dL),-0.01794203986896445,-0.000897246464221427,-0.0014506862145259427,-0.006316667337739227,0.01702767709781029,0.009771987708626837,0.06617495468676612,0.06781970519834797,0.07208448322868517,0.07489314025584982,0.062138208461649115,0.05186723422120817,0.12590576813603793,0.11642434750020991,0.1255745058436611,0.12465512522400919,0.11276940116089382,0.1272679388490234,-0.059245998674851606,-0.05969010495593262,-0.059600897349818965,-0.0597908312334068,-0.05855296321702002,-0.056939846587665544,-0.07813393434626517,-0.08313194953896942,-0.08237777711857973,-0.08363142484095677,-0.08878885515089399,-0.07585997265142326,-0.12086650149495011,-0.11863048968923855,-0.11777097235707595,-0.11821387527793749,-0.12385080603324332,-0.10939536951768611,-0.014355488749839627,-0.014307616053375006,-0.01418611161544031,-0.014495409139741067,-0.013999136306226604,-0.01384018566327356,0.13061564098917877,-0.02137985216144786,0.15369975764548088,0.08504291860204294,-0.06187444139359448,-0.06690253309779326,-0.06478053516179608,-0.02187054136968643,0.053085299896641014,0.11974531123975855,0.10129111171133566,-0.07330812814073878,-0.1188609090709407,0.0076128059954908255,0.13531079811415272,0.09057432638478337,0.0874080503497255,0.08277799595367943,0.09653549291986868,0.059984601827564474,0.10431682619991317,0.0861636895863417,0.09416867436282618,0.0727684771455673,0.9670604160221468,0.9047745908209606,0.8996494521606889,1.0,0.9502126280523391,-0.10707470607392226,-0.09498133617866643,-0.09689177459582032,-0.06803959643406063
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.0003984745007768199,0.007767934355374374,0.007071004519040713,0.0034676409645301,0.028623020996500832,0.02142542214214854,0.08215338191849282,0.0811229039232184,0.08234859759557918,0.08342081011610905,0.0768252466133691,0.07136105725458004,0.10973007623291878,0.104583718151327,0.10978959610040771,0.10906492483351811,0.10275283441452575,0.11027326107213438,-0.023334416601463952,-0.02290433906893003,-0.022672826893265555,-0.023054338918865613,-0.021258668693196734,-0.018377999007286663,-0.04414878263530165,-0.05109595296250112,-0.050118784378205605,-0.051494953696240756,-0.05432279786584839,-0.04238330661330421,-0.09816077128738046,-0.09548326352398286,-0.0946286475409167,-0.09517793641820417,-0.10063302831260923,-0.08606646164205649,0.0032104586238278516,0.00321923632265988,0.0032074806230609413,0.0032052902584288764,0.0032339270927251645,0.003147147948672839,0.0725531221482492,0.0062511219268995425,0.10766955115913567,0.041933721280366376,-0.07057095619680628,-0.07399682615440392,-0.07218014409733246,-0.005419023942238066,0.004910699420664313,0.00859704323930777,0.09715839469335055,-0.060727356276799094,-0.1075782236973781,0.0045069391333301895,0.05909212259915511,0.026087792085336937,0.05711655764069018,0.01285989795710182,0.06592654178548077,-0.003999393893076493,0.07100092041750619,0.018083357289930723,0.0628939844004235,0.004519339126394207,0.8983163513233738,0.9679941803065243,0.9447219329503717,0.9502126280523391,1.0,-0.07673116396138104,-0.05074396959825753,-0.06825452456674402,-0.043624285696497685
Family history of stroke,-0.15165244140314146,-0.2097088940857991,-0.206696634108297,-0.20165359176237213,-0.19678134521994692,-0.21306237601684563,-0.2635492780199633,-0.26476922529937214,-0.2788338058473078,-0.28677258292150176,-0.25543606052981777,-0.24026273012570334,-0.3290004957391719,-0.3084519647937031,-0.3284913010113385,-0.32815502073122044,-0.292265043601253,-0.3333725455685433,0.10484227279109468,0.1040157070108897,0.1052112884077943,0.10618214487121283,0.10347075048402835,0.10124189100108351,0.06064631975222562,0.06011817395987785,0.06073304834710762,0.061808902722333386,0.054171654338888174,0.06689615781786906,0.017230054491407572,0.014740097606916618,0.015408959764408836,0.016487549300159183,0.015519146760062212,0.018333312173292503,0.016713619514330775,0.01650103134758955,0.018284764560247104,0.017083594356672862,0.017325384391836143,0.023817236157451675,-0.2943860360255058,0.06746238359599978,-0.2895921631185011,-0.10568637870434931,0.18772668602063053,0.19950554155213993,0.18911297293583643,0.050382570887121246,0.16765356169590176,-0.24038146068033972,0.08094922197233621,0.033147104088608166,0.0810194546123798,0.03595015078140654,-0.2483750282748797,-0.16856363784775516,-0.19181331694649684,-0.17681817474657904,-0.233767398473191,-0.16236468554352132,-0.21759822137335336,-0.1649666574443646,-0.21833369498391794,-0.16813021504501297,-0.082120287872624,-0.05790022558993518,0.03200153704455561,-0.10707470607392226,-0.07673116396138104,1.0,0.34534105839282847,0.30996055328055305,0.25512005196171783
Family history of circulation problems,-0.10791744938517744,-0.17406942677411366,-0.1694008347334165,-0.165146751362315,-0.17560340766090668,-0.16300362091403453,-0.27102939220160466,-0.2837108677446843,-0.3037055690760054,-0.3139379662924791,-0.2758316308035636,-0.2412995243274501,-0.42894713631608833,-0.39907458463761464,-0.4238343262918726,-0.42331537128507124,-0.3872423297370706,-0.42532965153439517,0.14705984519420742,0.14883845368892512,0.14886453483753653,0.1485997207439847,0.1417358486979305,0.15005978228823724,0.08320660657470387,0.08130621612609203,0.08231215632037,0.08189166208847172,0.08531954161285298,0.08864398631874161,0.04754972681205967,0.04676742349758881,0.046058484866022105,0.046464460784977894,0.04929872387878469,0.04604382607645339,0.020716987665342437,0.020962678622294874,0.02142733327600778,0.020773957720458525,0.02198403918319637,0.022361585620996088,-0.3744095905396687,0.10206148415984125,-0.39541072314623693,-0.21160812787020683,0.2303219224272357,0.23991416250396314,0.2392186153038466,0.05723797708180693,0.16453378680744798,-0.32724863349387767,0.016648147436043627,0.05777945253465111,0.07437848154005615,0.036922242368331214,-0.2899441128028267,-0.2691896562298187,-0.2816051281572546,-0.28476660395626036,-0.29975909627748804,-0.2821471430384498,-0.3091621695547726,-0.2947369330572554,-0.29817499004103903,-0.28194341253149086,-0.06853830727027967,-0.0293399633786703,0.06697635580109937,-0.09498133617866643,-0.05074396959825753,0.34534105839282847,1.0,0.2844860933867433,0.25749597378058625
Family history of high blood pressure,-0.06699129047821527,-0.10617753966073636,-0.10083437935087587,-0.10026027444948742,-0.10343906932465385,-0.09259298257490761,-0.11640042534614098,-0.11242782215069132,-0.12246469256501781,-0.12846299015614032,-0.10436908323508479,-0.0847666126838098,-0.172683607166002,-0.15215973545672332,-0.1675272179629697,-0.1665425519419134,-0.14241479774358393,-0.17200376042882762,0.07838869253898194,0.0761767550177664,0.0774821574386261,0.07869492916880146,0.0716207842042466,0.08732618188333706,0.11780531294719473,0.11782645556077917,0.11866040961793181,0.12082026559203926,0.11865024997254935,0.12434793406684697,0.01695715873371884,0.015382492055083262,0.014824988837051844,0.01612901882304835,0.018276667320380285,0.018784363221803112,-0.0322016771723397,-0.0322008924659058,-0.03221076316712781,-0.03220033123375257,-0.03220211286125684,-0.032114877730599824,-0.1971555487561671,0.08259899588246153,-0.15627847199996392,-0.07815096817455935,0.08369113677668244,0.09915760715739502,0.09832798705070538,0.009919123694520538,0.11148314883423255,-0.2829224059642627,0.04066091779474935,0.0699518025750657,0.07778765219405227,0.057893541436867806,-0.1582185284840872,-0.0767641770624004,-0.14443481613264497,-0.09823931007814994,-0.15687531733544527,-0.08032675386818577,-0.15995357547031988,-0.07980903881893978,-0.15429883809583128,-0.08666990631519925,-0.08531002289821471,-0.05844799852748221,-0.017485657451127474,-0.09689177459582032,-0.06825452456674402,0.30996055328055305,0.2844860933867433,1.0,0.2485800674157369
Family history of heart disease,-0.10859861530324838,-0.1417010692829707,-0.1395264927876768,-0.1387915556741472,-0.14339204413296658,-0.12843267455176569,-0.1645356575590762,-0.16613952867915724,-0.17769016602142654,-0.1831771413390888,-0.1681595455257627,-0.14102952328205606,-0.22721314704060985,-0.21490247874895768,-0.2267830118168112,-0.22660482223930933,-0.20536012367236964,-0.22871706322548657,0.04815472945042673,0.050415764648798794,0.050766289008534055,0.04978383581421664,0.05525131819530681,0.04626638005408975,0.056151110091505425,0.060347426579673784,0.059332111117077,0.0594971438001012,0.06598283158966264,0.05871602644061954,0.018109156939441293,0.01652274993890397,0.01596112472396437,0.01727497763912799,0.019433512709464817,0.01994472151060027,-0.03181645964460905,-0.03181568432534648,-0.03182543694678363,-0.03181512980701975,-0.03181689012153017,-0.03173069855457288,-0.17346628685501586,0.041855392734950564,-0.18447194739876263,-0.08390460671251045,0.08312499624673811,0.08334456611414491,0.08486699868986568,0.010862344298772062,0.010810797134211271,-0.19251094733196875,0.03569038486387485,0.10971119091563433,0.06750339214528298,-0.020253270162485827,-0.20214461838602787,-0.18471678278144735,-0.10425725938176222,-0.1965069730293061,-0.1274371379609709,-0.19192497911775896,-0.11909391946481945,-0.19707134433203372,-0.1193838382104789,-0.19539700890171857,-0.06393547678760919,-0.03526410059006292,0.008542937281652875,-0.06803959643406063,-0.043624285696497685,0.25512005196171783,0.25749597378058625,0.2485800674157369,1.0
