Physical Activity Variable,Motivation Variable,Correlation,P-value
C4H73AFW = How many days per week do you do exercise/activity A?,C4Q4G = PSS Able to control irritations in your life,-0.02715727217627252,0.0026480986640367073
C4H73AFW = How many days per week do you do exercise/activity A?,C4Q4G = PSS Able to control irritations in your life,-0.02715727217627252,0.0026480986640367073
C4H73BI = What is the intensity of exercise/activity B?,C4Q4G = PSS Able to control irritations in your life,-0.02669310277351824,0.003131869082101656
C4H73BI = What is the intensity of exercise/activity B?,C4Q4G = PSS Able to control irritations in your life,-0.02669310277351824,0.003131869082101656
C4H73DFD = How many times per day do you do exercise/activity D?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.026655518446144992,0.0031743678218953387
C4H73DFD = How many times per day do you do exercise/activity D?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.026655518446144992,0.0031743678218953387
C4H73DC = Exercise/Activity D – Coded,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.026562466064800526,0.0032818582679791197
C4H73DC = Exercise/Activity D – Coded,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.026562466064800526,0.0032818582679791197
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.026365643834245868,0.0035202190470264554
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.026365643834245868,0.0035202190470264554
C4H73DS = Seasonal exercise/activity D?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.02580589150112917,0.0042866885544935035
C4H73DS = Seasonal exercise/activity D?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.02580589150112917,0.0042866885544935035
C4H73BFD = How many times per day do you do exercise/activity B?,C4Q4I = PSS Angered because of things that were outside of your control,0.02575524677981938,0.004363009945760637
C4H73DC = Exercise/Activity D – Coded,C4Q4B = PSS Unable to control the important things in your life,-0.025398812785864984,0.004935935264303494
C4H73DC = Exercise/Activity D – Coded,C4Q4B = PSS Unable to control the important things in your life,-0.025398812785864984,0.004935935264303494
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4Q4B = PSS Unable to control the important things in your life,-0.025288488536338426,0.005126582302764468
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4Q4B = PSS Unable to control the important things in your life,-0.025288488536338426,0.005126582302764468
C4H73DFW = How many days per week do you do exercise/activity D?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.02495219616720601,0.005749469461697952
C4H73DFW = How many days per week do you do exercise/activity D?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.02495219616720601,0.005749469461697952
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4Q4J = PSS Difficulties were piling up so high that you couldnt overcome them,-0.02484641759497204,0.005959051443731779
C4H73GC = Exercise/Activity G – Coded,C4Q4J = PSS Difficulties were piling up so high that you couldnt overcome them,-0.024771016750969196,0.006112621010806605
C4H73GS = Seasonal exercise/activity G?,C4Q4J = PSS Difficulties were piling up so high that you couldnt overcome them,-0.024771016750969196,0.006112621010806605
C4H73GFD = How many times per day do you do exercise/activity G?,C4Q4J = PSS Difficulties were piling up so high that you couldnt overcome them,-0.024765088425423007,0.00612484510335928
C4H73GI = What is the intensity of exercise/activity G?,C4Q4J = PSS Difficulties were piling up so high that you couldnt overcome them,-0.02474071896358566,0.006175326025344385
C4H73GFW = How many days per week do you do exercise/activity G?,C4Q4J = PSS Difficulties were piling up so high that you couldnt overcome them,-0.024736146833472746,0.006184838741933813
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4Q4I = PSS Angered because of things that were outside of your control,-0.024545190974921516,0.006594113512049023
C4H73DS = Seasonal exercise/activity D?,C4Q4B = PSS Unable to control the important things in your life,-0.024479319898261888,0.006740845261964301
C4H73DS = Seasonal exercise/activity D?,C4Q4B = PSS Unable to control the important things in your life,-0.024479319898261888,0.006740845261964301
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4Q1FF = MASQ Was unable to relax,-0.024438740524804256,0.006832692402907841
C4H73GI = What is the intensity of exercise/activity G?,C4Q1FF = MASQ Was unable to relax,-0.024385217614063984,0.006955554946220449
C4H73GFD = How many times per day do you do exercise/activity G?,C4Q1FF = MASQ Was unable to relax,-0.0243534815362768,0.007029339100961707
C4H73AFD = How many times per day do you do exercise/activity A?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",0.02429519937770376,0.007166673647319264
C4H73GC = Exercise/Activity G – Coded,C4Q1FF = MASQ Was unable to relax,-0.024294523066428774,0.007168281326284402
C4H73GS = Seasonal exercise/activity G?,C4Q1FF = MASQ Was unable to relax,-0.024294523066428774,0.007168281326284402
C4H73GFW = How many days per week do you do exercise/activity G?,C4Q1FF = MASQ Was unable to relax,-0.02425796916399846,0.007255657663130638
C4H73DFD = How many times per day do you do exercise/activity D?,C4Q4B = PSS Unable to control the important things in your life,-0.023886857468213632,0.008198347095000922
C4H73DFD = How many times per day do you do exercise/activity D?,C4Q4B = PSS Unable to control the important things in your life,-0.023886857468213632,0.008198347095000922
C4H73GI = What is the intensity of exercise/activity G?,C4Q4I = PSS Angered because of things that were outside of your control,0.023729065131157107,0.008631343059404968
C4H73GFW = How many days per week do you do exercise/activity G?,C4Q4I = PSS Angered because of things that were outside of your control,0.023721031887486508,0.008653923963362557
C4H73GFD = How many times per day do you do exercise/activity G?,C4Q4I = PSS Angered because of things that were outside of your control,0.023704223006356568,0.008701343476350615
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4Q4I = PSS Angered because of things that were outside of your control,0.023675247108455432,0.00878363269157651
C4H73GC = Exercise/Activity G – Coded,C4Q4I = PSS Angered because of things that were outside of your control,0.023672814393553517,0.00879057294034669
C4H73GS = Seasonal exercise/activity G?,C4Q4I = PSS Angered because of things that were outside of your control,0.023672814393553517,0.00879057294034669
C4H73CS = Seasonal exercise/activity C?,C4Q4B = PSS Unable to control the important things in your life,-0.023402559027850517,0.009592762951249549
C4H73CS = Seasonal exercise/activity C?,C4Q4B = PSS Unable to control the important things in your life,-0.023402559027850517,0.009592762951249549
C4H73EC = Exercise/Activity E – Coded,C4Q1A = MASQ Felt sad,-0.022939886036962696,0.011118524795850187
C4H73EI = What is the intensity of exercise/activity E?,C4Q3R = CESD I felt sad,-0.022577029875622937,0.012462137758483002
C4H73AI = What is the intensity of exercise/activity A?,C4Q4D = PSS Confident about your ability to handle your personal problems,-0.022445826672433278,0.012982251720293157
C4H73ES = Seasonal exercise/activity E?,C4Q1A = MASQ Felt sad,-0.022371524353711803,0.01328523730834971
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4Q3F = CESD I felt depressed,0.022170046692057705,0.014138485855345181
C4H73EFD = How many times per day do you do exercise/activity E?,C4Q3R = CESD I felt sad,-0.022080696246736583,0.014532111008518374
C4H73EI = What is the intensity of exercise/activity E?,C4Q1A = MASQ Felt sad,-0.022067157594827986,0.014592589625737302
C4H73EC = Exercise/Activity E – Coded,C4Q3R = CESD I felt sad,-0.021983092237299842,0.014973108534733952
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4Q1A = MASQ Felt sad,-0.02197132642075132,0.015027057427584553
C4H73EFD = How many times per day do you do exercise/activity E?,C4Q1A = MASQ Felt sad,-0.02180734255362305,0.015796976526011988
C4H73ES = Seasonal exercise/activity E?,C4Q3R = CESD I felt sad,-0.02166114364140549,0.016512427615263312
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4Q3R = CESD I felt sad,-0.021562384478913805,0.01701168416454098
C4H73EFW = How many days per week do you do exercise/activity E?,C4Q3R = CESD I felt sad,-0.021537066556214606,0.01714178739270666
C4H73EFW = How many days per week do you do exercise/activity E?,C4Q1A = MASQ Felt sad,-0.02088943622865757,0.02077995111318693
C4H73GI = What is the intensity of exercise/activity G?,C4H1V = Have you ever had depression?,-0.020670907348478144,0.022151049554063967
C4H73GFD = How many times per day do you do exercise/activity G?,C4H1V = Have you ever had depression?,-0.020638530157890248,0.02236074168950609
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4H1V = Have you ever had depression?,-0.020621668612661043,0.022470627946279728
C4H73GFW = How many days per week do you do exercise/activity G?,C4H1V = Have you ever had depression?,-0.020613246613131353,0.02252568945528213
C4H73GS = Seasonal exercise/activity G?,C4H1V = Have you ever had depression?,-0.02060603240415723,0.02257294785313524
C4H73GC = Exercise/Activity G – Coded,C4H1V = Have you ever had depression?,-0.02060603240415723,0.02257294785313524
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4Q1FF = MASQ Was unable to relax,0.02021008982079869,0.025302298209915423
C4H73DI = What is the intensity of exercise/activity D?,C4Q4B = PSS Unable to control the important things in your life,-0.01975830730067451,0.028761151747432708
C4H73DI = What is the intensity of exercise/activity D?,C4Q4B = PSS Unable to control the important things in your life,-0.01975830730067451,0.028761151747432708
C4H73GI = What is the intensity of exercise/activity G?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.019204829256555814,0.033546796438806654
C4H73GI = What is the intensity of exercise/activity G?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.019204829256555814,0.033546796438806654
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.01914246755049184,0.03412645753425844
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.01914246755049184,0.03412645753425844
C4H73GFD = How many times per day do you do exercise/activity G?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.01909113987910624,0.03460995743906349
C4H73GFD = How many times per day do you do exercise/activity G?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.01909113987910624,0.03460995743906349
C4H73GC = Exercise/Activity G – Coded,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.01894798600298237,0.03598946989094105
C4H73GC = Exercise/Activity G – Coded,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.01894798600298237,0.03598946989094105
C4H73GS = Seasonal exercise/activity G?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.01894798600298237,0.03598946989094105
C4H73GS = Seasonal exercise/activity G?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.01894798600298237,0.03598946989094105
C4H73GFW = How many days per week do you do exercise/activity G?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.0189259771569607,0.036205663132499864
C4H73GFW = How many days per week do you do exercise/activity G?,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.0189259771569607,0.036205663132499864
C4H73AS = Seasonal exercise/activity A?,C4AD510 = Sun AM How Difficult To Fall Asleep,-0.018369150843984144,0.04205520158667266
C4H73CFW = How many days per week do you do exercise/activity C?,C4Q4B = PSS Unable to control the important things in your life,-0.018354291567166853,0.04222166324346601
C4H73CFW = How many days per week do you do exercise/activity C?,C4Q4B = PSS Unable to control the important things in your life,-0.018354291567166853,0.04222166324346601
C4H73DS = Seasonal exercise/activity D?,C4Q4I = PSS Angered because of things that were outside of your control,-0.018347070845399053,0.04230275469779668
C4H73AFW = How many days per week do you do exercise/activity A?,C4Q1A = MASQ Felt sad,0.01820272341909958,0.04395167839936569
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4Q4B = PSS Unable to control the important things in your life,-0.017756827205558077,0.04939169855018588
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4Q4B = PSS Unable to control the important things in your life,-0.017756827205558077,0.04939169855018588
C4H73DFW = How many days per week do you do exercise/activity D?,C4Q4B = PSS Unable to control the important things in your life,-0.017580871706369076,0.05168858825332376
C4H73DFW = How many days per week do you do exercise/activity D?,C4Q4B = PSS Unable to control the important things in your life,-0.017580871706369076,0.05168858825332376
C4H73DC = Exercise/Activity D – Coded,C4Q4I = PSS Angered because of things that were outside of your control,-0.017204942325173146,0.056896245588524935
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4Q3R = CESD I felt sad,0.01635234031775934,0.07033691748717906
C4H73BFW = How many days per week do you do exercise/activity B?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.016197345394756493,0.0730402532180592
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,"C4QCESDDA = CESD Depressive Affect Subscale (C,F,I,J,N,Q,R)",0.016015100759033035,0.07632697807658866
C4H73CFD = How many times per day do you do exercise/activity C?,C4Q4B = PSS Unable to control the important things in your life,-0.015892967562696945,0.0785963741931853
C4H73CFD = How many times per day do you do exercise/activity C?,C4Q4B = PSS Unable to control the important things in your life,-0.015892967562696945,0.0785963741931853
C4H73GC = Exercise/Activity G – Coded,C4Q4D = PSS Confident about your ability to handle your personal problems,0.01566283966811811,0.08302151923782902
C4H73GS = Seasonal exercise/activity G?,C4Q4D = PSS Confident about your ability to handle your personal problems,0.01566283966811811,0.08302151923782902
C4H73GFD = How many times per day do you do exercise/activity G?,C4Q4D = PSS Confident about your ability to handle your personal problems,0.015627696189979903,0.08371472851081711
C4H73GI = What is the intensity of exercise/activity G?,C4Q4D = PSS Confident about your ability to handle your personal problems,0.015618879788243386,0.08388936636487841
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4Q4D = PSS Confident about your ability to handle your personal problems,0.015616211639818068,0.08394227591716075
C4H73GFW = How many days per week do you do exercise/activity G?,C4Q4D = PSS Confident about your ability to handle your personal problems,0.015593484751805761,0.08439404727548885
C4H73FC = Exercise/Activity F – Coded,C4Q1FF = MASQ Was unable to relax,-0.01511861778040205,0.09429168740223556
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4Q1FF = MASQ Was unable to relax,-0.015057079171848167,0.09563981320351063
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4Q4I = PSS Angered because of things that were outside of your control,-0.0150173024585194,0.09651938124225601
C4H73FS = Seasonal exercise/activity F?,C4Q1FF = MASQ Was unable to relax,-0.014908820599655684,0.09895111591789914
C4H73FFW = How many days per week do you do exercise/activity F?,C4Q1FF = MASQ Was unable to relax,-0.014758837454120993,0.10239339965178779
C4H73FI = What is the intensity of exercise/activity F?,C4Q1FF = MASQ Was unable to relax,-0.014727140185331625,0.10313294286228425
C4H73FFD = How many times per day do you do exercise/activity F?,C4Q1FF = MASQ Was unable to relax,-0.014685984231082944,0.10409950027467134
C4H73BC = Exercise/Activity B – Coded,C4Q4B = PSS Unable to control the important things in your life,-0.014677874944018985,0.10429079471295268
C4H73BC = Exercise/Activity B – Coded,C4Q4B = PSS Unable to control the important things in your life,-0.014677874944018985,0.10429079471295268
C4H73DFD = How many times per day do you do exercise/activity D?,C4Q4I = PSS Angered because of things that were outside of your control,-0.014495837420815451,0.1086588990618708
C1PA24EC = High blood pressure therapy - Exercise,C4AD510 = Sun AM How Difficult To Fall Asleep,0.013894267532235433,0.1241297804329599
C4H73GS = Seasonal exercise/activity G?,C4Q1AA = MASQ Felt like I had a lot of energy,-0.013862634268917387,0.12498858329481108
C4H73GC = Exercise/Activity G – Coded,C4Q1AA = MASQ Felt like I had a lot of energy,-0.013862634268917387,0.12498858329481108
C4H73GFW = How many days per week do you do exercise/activity G?,C4Q1AA = MASQ Felt like I had a lot of energy,-0.013861308059577505,0.12502468910226983
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H1V = Have you ever had depression?,-0.013800004600855087,0.1267025553890855
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4Q1AA = MASQ Felt like I had a lot of energy,-0.01373784551350452,0.1284216829848615
C4H73GFD = How many times per day do you do exercise/activity G?,C4Q1AA = MASQ Felt like I had a lot of energy,-0.013734769801295118,0.1285072160414977
C4H73GI = What is the intensity of exercise/activity G?,C4Q1AA = MASQ Felt like I had a lot of energy,-0.013621603107621788,0.13168517352776876
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4Q4G = PSS Able to control irritations in your life,0.013448297445985306,0.13666957646259856
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4Q4G = PSS Able to control irritations in your life,0.013448297445985306,0.13666957646259856
C4H73FFW = How many days per week do you do exercise/activity F?,C4Q4D = PSS Confident about your ability to handle your personal problems,0.013293477202260883,0.14124430847202454
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4AD510 = Sun AM How Difficult To Fall Asleep,0.013217788081633161,0.14352322220710886
C4H73FFD = How many times per day do you do exercise/activity F?,C4Q4D = PSS Confident about your ability to handle your personal problems,0.01314292758211413,0.14580482090618294
C4H73EFW = How many days per week do you do exercise/activity E?,C4Q4I = PSS Angered because of things that were outside of your control,0.013126327486841985,0.14631449918265974
C4H73FI = What is the intensity of exercise/activity F?,C4Q4D = PSS Confident about your ability to handle your personal problems,0.013104179953008133,0.14699662336725597
C4H73DI = What is the intensity of exercise/activity D?,C4Q4I = PSS Angered because of things that were outside of your control,-0.012951548528745275,0.1517638223828337
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4Q4D = PSS Confident about your ability to handle your personal problems,0.012783987943902364,0.15713188265988443
C4H73FS = Seasonal exercise/activity F?,C4Q4D = PSS Confident about your ability to handle your personal problems,0.012708271083582677,0.1596042826201322
C4H73AI = What is the intensity of exercise/activity A?,C4AD510 = Sun AM How Difficult To Fall Asleep,0.01253331761765817,0.16542945883887952
C4H73FC = Exercise/Activity F – Coded,C4Q4D = PSS Confident about your ability to handle your personal problems,0.012473807750919452,0.167446908220669
C4H73EFD = How many times per day do you do exercise/activity E?,C4Q4I = PSS Angered because of things that were outside of your control,0.012188587442053974,0.1773733315044701
C4H73DFW = How many days per week do you do exercise/activity D?,C4Q4I = PSS Angered because of things that were outside of your control,-0.012072129560606033,0.1815500300585712
C4H73EI = What is the intensity of exercise/activity E?,C4Q4I = PSS Angered because of things that were outside of your control,0.011901277542640788,0.18780896287354226
C1PA24EC = High blood pressure therapy - Exercise,C4Q4I = PSS Angered because of things that were outside of your control,-0.011804927339470417,0.19140810886768203
C4H73DFD = How many times per day do you do exercise/activity D?,C4Q4G = PSS Able to control irritations in your life,0.011730093477805134,0.19423833312392938
C4H73DFD = How many times per day do you do exercise/activity D?,C4Q4G = PSS Able to control irritations in your life,0.011730093477805134,0.19423833312392938
C4H73ES = Seasonal exercise/activity E?,C4Q4I = PSS Angered because of things that were outside of your control,0.011703446001784837,0.19525352211747612
C4H73BC = Exercise/Activity B – Coded,C4Q4I = PSS Angered because of things that were outside of your control,0.011700709022758868,0.19535801271045047
C4H73AS = Seasonal exercise/activity A?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.011543325894292739,0.20143562970871262
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4Q4I = PSS Angered because of things that were outside of your control,0.011389879499638364,0.20749285763233627
C4H73AC = Exercise/Activity A – Coded,C4Q4B = PSS Unable to control the important things in your life,0.01138158642204361,0.20782394633523715
C4H73AC = Exercise/Activity A – Coded,C4Q4B = PSS Unable to control the important things in your life,0.01138158642204361,0.20782394633523715
C4H73EC = Exercise/Activity E – Coded,C4Q4I = PSS Angered because of things that were outside of your control,0.011320647481862399,0.2102685982603447
C4H73BC = Exercise/Activity B – Coded,C4AD510 = Sun AM How Difficult To Fall Asleep,-0.011138434378198952,0.21770231100121887
C4H73DI = What is the intensity of exercise/activity D?,C4Q4G = PSS Able to control irritations in your life,0.011101625752358459,0.21922664668846298
C4H73DI = What is the intensity of exercise/activity D?,C4Q4G = PSS Able to control irritations in your life,0.011101625752358459,0.21922664668846298
C4H73DS = Seasonal exercise/activity D?,C4Q4G = PSS Able to control irritations in your life,0.011086200256576357,0.21986772759369075
C4H73DS = Seasonal exercise/activity D?,C4Q4G = PSS Able to control irritations in your life,0.011086200256576357,0.21986772759369075
C4H73AFD = How many times per day do you do exercise/activity A?,C4AD510 = Sun AM How Difficult To Fall Asleep,-0.010223714538129093,0.2578759396316126
C4H73AI = What is the intensity of exercise/activity A?,C4Q4B = PSS Unable to control the important things in your life,0.009831821905663047,0.27657122222424096
C4H73AI = What is the intensity of exercise/activity A?,C4Q4B = PSS Unable to control the important things in your life,0.009831821905663047,0.27657122222424096
C4H73GFD = How many times per day do you do exercise/activity G?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.00980183671834974,0.27803878064947357
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.009801816121086321,0.27803979055518435
C4H73GFW = How many days per week do you do exercise/activity G?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.009801809981542538,0.2780400915840226
C4H73GI = What is the intensity of exercise/activity G?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.009801809248193195,0.2780401275409928
C4H73GC = Exercise/Activity G – Coded,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.009801806925921362,0.27804024140469863
C4H73GS = Seasonal exercise/activity G?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.009801806925921362,0.27804024140469863
C4H73BFD = How many times per day do you do exercise/activity B?,C4Q4D = PSS Confident about your ability to handle your personal problems,0.009595112727688065,0.2883005674201409
C4H73DC = Exercise/Activity D – Coded,C4Q4G = PSS Able to control irritations in your life,0.009444846057406399,0.2959181304992438
C4H73DC = Exercise/Activity D – Coded,C4Q4G = PSS Able to control irritations in your life,0.009444846057406399,0.2959181304992438
C4H73DFW = How many days per week do you do exercise/activity D?,C4Q4G = PSS Able to control irritations in your life,0.009112714042303993,0.313229140111436
C4H73DFW = How many days per week do you do exercise/activity D?,C4Q4G = PSS Able to control irritations in your life,0.009112714042303993,0.313229140111436
C4H73CC = Exercise/Activity C – Coded,C4Q4B = PSS Unable to control the important things in your life,-0.008426544487212962,0.3510622364619924
C4H73CC = Exercise/Activity C – Coded,C4Q4B = PSS Unable to control the important things in your life,-0.008426544487212962,0.3510622364619924
C1PA24EC = High blood pressure therapy - Exercise,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,0.008148423361905728,0.36718898299649827
C1PA24EC = High blood pressure therapy - Exercise,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,0.008148423361905728,0.36718898299649827
C4H73EFW = How many days per week do you do exercise/activity E?,C4H1V = Have you ever had depression?,-0.007079789338283674,0.4333412098657865
C4H73GI = What is the intensity of exercise/activity G?,C4Q4B = PSS Unable to control the important things in your life,0.006501937130281366,0.47180989049212374
C4H73GI = What is the intensity of exercise/activity G?,C4Q4B = PSS Unable to control the important things in your life,0.006501937130281366,0.47180989049212374
C4H73GFW = How many days per week do you do exercise/activity G?,C4Q4B = PSS Unable to control the important things in your life,0.006481057066651784,0.4732342768078701
C4H73GFW = How many days per week do you do exercise/activity G?,C4Q4B = PSS Unable to control the important things in your life,0.006481057066651784,0.4732342768078701
C4H73GFD = How many times per day do you do exercise/activity G?,C4Q4B = PSS Unable to control the important things in your life,0.006467691091377369,0.47414731093551277
C4H73GFD = How many times per day do you do exercise/activity G?,C4Q4B = PSS Unable to control the important things in your life,0.006467691091377369,0.47414731093551277
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4Q4B = PSS Unable to control the important things in your life,0.00643222775563516,0.4765745071046841
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4Q4B = PSS Unable to control the important things in your life,0.00643222775563516,0.4765745071046841
C4H73GS = Seasonal exercise/activity G?,C4Q4B = PSS Unable to control the important things in your life,0.006426307736920704,0.4769803492379008
C4H73GC = Exercise/Activity G – Coded,C4Q4B = PSS Unable to control the important things in your life,0.006426307736920704,0.4769803492379008
C4H73GS = Seasonal exercise/activity G?,C4Q4B = PSS Unable to control the important things in your life,0.006426307736920704,0.4769803492379008
C4H73GC = Exercise/Activity G – Coded,C4Q4B = PSS Unable to control the important things in your life,0.006426307736920704,0.4769803492379008
C4H73EI = What is the intensity of exercise/activity E?,C4H1V = Have you ever had depression?,-0.0063271715468454365,0.48380458280368055
C4H73DS = Seasonal exercise/activity D?,C4Q1L = MASQ Felt depressed,-0.005698030218484432,0.5283208060863287
C4H73EC = Exercise/Activity E – Coded,C4H1V = Have you ever had depression?,-0.005550412004572215,0.5390600474156985
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4H1V = Have you ever had depression?,-0.005442317615051507,0.5469927079853172
C4H73EFD = How many times per day do you do exercise/activity E?,C4H1V = Have you ever had depression?,-0.0053237754046479395,0.555758002873087
C4H73AS = Seasonal exercise/activity A?,C4Q4B = PSS Unable to control the important things in your life,0.0051558773443882745,0.5682889109530362
C4H73AS = Seasonal exercise/activity A?,C4Q4B = PSS Unable to control the important things in your life,0.0051558773443882745,0.5682889109530362
C4H73DFD = How many times per day do you do exercise/activity D?,C4Q1L = MASQ Felt depressed,-0.0048952233848918916,0.5880060465503268
C4H73ES = Seasonal exercise/activity E?,C4H1V = Have you ever had depression?,-0.004878840344445891,0.5892558318505392
C4H73FFD = How many times per day do you do exercise/activity F?,C4H1V = Have you ever had depression?,0.004610163026624146,0.6099244119241443
C4H73FFW = How many days per week do you do exercise/activity F?,C4H1V = Have you ever had depression?,0.004592686655990316,0.6112799072761537
C4H73FI = What is the intensity of exercise/activity F?,C4H1V = Have you ever had depression?,0.004458144757142161,0.6217595387396239
C4H73FS = Seasonal exercise/activity F?,C4H1V = Have you ever had depression?,0.004417192153606325,0.6249648040304466
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H1V = Have you ever had depression?,0.004311271115581433,0.6332878408159721
C4H73DI = What is the intensity of exercise/activity D?,C4Q1L = MASQ Felt depressed,-0.004206770490682294,0.6415450049262914
C4H73FC = Exercise/Activity F – Coded,C4H1V = Have you ever had depression?,0.0040471911363297395,0.6542399387881292
C4H73DC = Exercise/Activity D – Coded,C4Q1L = MASQ Felt depressed,-0.0036980264803573005,0.682363944165551
C4H73ES = Seasonal exercise/activity E?,C4Q4B = PSS Unable to control the important things in your life,-0.0036602309626429025,0.6854357523071675
C4H73ES = Seasonal exercise/activity E?,C4Q4B = PSS Unable to control the important things in your life,-0.0036602309626429025,0.6854357523071675
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4Q1L = MASQ Felt depressed,-0.003572710973557186,0.6925688041622302
C4H73DFW = How many days per week do you do exercise/activity D?,C4Q1L = MASQ Felt depressed,-0.0034137346122755934,0.7055952911198267
C4H73EI = What is the intensity of exercise/activity E?,C4Q4B = PSS Unable to control the important things in your life,-0.003204991461583051,0.7228309964835721
C4H73EI = What is the intensity of exercise/activity E?,C4Q4B = PSS Unable to control the important things in your life,-0.003204991461583051,0.7228309964835721
C4H73AC = Exercise/Activity A – Coded,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.0030315746381890563,0.7372580056456617
C4H73AC = Exercise/Activity A – Coded,C4Q3C = CESD I felt that I could not shake off the blues even with the help of my family and friends,-0.0030315746381890563,0.7372580056456617
C4H73EFW = How many days per week do you do exercise/activity E?,C4Q4B = PSS Unable to control the important things in your life,-0.0030079767511275043,0.7392284841610627
C4H73EFW = How many days per week do you do exercise/activity E?,C4Q4B = PSS Unable to control the important things in your life,-0.0030079767511275043,0.7392284841610627
C4H73EC = Exercise/Activity E – Coded,C4Q4B = PSS Unable to control the important things in your life,-0.0029974511561631258,0.7401079491394973
C4H73EC = Exercise/Activity E – Coded,C4Q4B = PSS Unable to control the important things in your life,-0.0029974511561631258,0.7401079491394973
